cbsa,year,peducgrp,age_cat,prob_unbanked_wage,prob_unbanked_se,prob_unbanked_notwork,prob_mobile_wage,prob_mobile_se,prob_mobile_notwork,prob_branch_wage,prob_branch_se,prob_branch_notwork,pct_broadband,female,married,has_children,n
35620,2021,3,3,.025512531,0,0,.069066845,.04390147,0,.77952248,.081996687,.025535526,90.900002,.50652432,.49440131,.15669554,41
35620,2021,4,3,.010451234,0,0,.041011263,.028275669,.0050925291,.78418612,.13607574,.056815568,90.900002,.53741175,.60386002,.3276886,137
35620,2023,4,2,.029163828,0,0,.036770064,.012406365,0,.87139875,.050260995,.017701749,90.900002,.49579704,.5575645,.53201652,97
35620,2023,2,3,.13976829,0,0,.065715253,.019080924,0,.72158712,.053848445,0,90.900002,.56924236,.60215545,.24001378,37
35620,2023,3,3,.014698887,.042489469,.042489469,.064812407,0,0,.81714731,.060851898,.049786396,90.900002,.52277148,.51486611,.20909956,41
35620,2023,4,3,0,0,0,.10207241,0,.014858129,.79864693,.099280678,.070225671,90.900002,.53392851,.54312193,.34705907,138
36540,2013,3,3,.064105861,0,0,.036349423,.037816446,0,.77253556,.089192681,.11937425,91.400002,.33201191,.66843581,.17104088,30
37980,2013,2,2,.151949,.03733255,.046710517,.040032934,0,0,.64447623,.12620926,.0095207496,91.599998,.42636392,.55736852,.66231602,42
37980,2013,3,2,0,0,0,0,.077150278,0,.88321257,.039637171,.012521479,91.599998,.46576786,.65890753,.69672596,38
37980,2013,4,2,.03109942,0,0,.039408386,.024588311,0,.81879228,.086111613,.0036757765,91.599998,.48507306,.6341424,.62516028,71
37980,2013,2,3,.049888708,0,.029593393,.054034062,0,0,.74255347,.15352377,.031828411,91.599998,.59549248,.40706599,.14100018,68
37980,2013,3,3,.065275706,0,.031101048,0,0,0,.84477639,.089947931,.069319591,91.599998,.48509002,.44417819,.25392035,61
37980,2013,4,3,0,0,0,.035730727,.017930049,0,.85103798,.09530127,.099912077,91.599998,.40644151,.62527817,.30928797,84
37980,2015,3,2,.017057344,0,.0082234796,.088654973,0,0,.82545698,.068830714,.053876258,91.599998,.29783526,.39445683,.58473474,30
37980,2015,4,2,0,0,0,.06061893,0,0,.88423544,.055145636,.066108815,91.599998,.52488995,.60374469,.5932976,56
37980,2015,2,3,.074888811,0,.0055798502,.025226766,0,0,.83179593,.068088472,.0085225618,91.599998,.40144628,.73307878,.19212702,47
37980,2015,3,3,0,0,0,.061293047,0,0,.87660366,.062103268,.033131905,91.599998,.50843555,.70533448,.25187996,36
37980,2015,4,3,0,0,0,.072677337,.039905176,.020619456,.82360882,.063808657,.034118287,91.599998,.43864086,.67224884,.42973393,85
37980,2017,4,2,.030567952,0,0,.033197656,.0063187391,0,.83688003,.093035646,.047639932,91.599998,.31105065,.67918861,.61262619,52
37980,2017,2,3,.016825248,0,0,.021330012,.0093591921,0,.83254302,.11994256,.019934069,91.599998,.24946949,.80917132,.1188635,35
37980,2017,4,3,0,0,0,.014876636,.037585679,0,.79457599,.1529617,.028882645,91.599998,.52537483,.55617267,.2371261,80
37980,2019,4,2,0,0,0,.019318372,0,0,.96523571,.015445926,.030542389,91.599998,.37569544,.64745051,.51664442,59
37980,2019,2,3,0,0,0,0,0,0,.7901783,.2098217,.032707542,91.599998,.40146306,.71559983,.1524583,34
37980,2019,4,3,0,0,0,0,0,0,.91776836,.082231633,.0049262028,91.599998,.50607347,.70090026,.39531079,61
37980,2021,4,2,0,0,0,.11480138,0,0,.73622876,.14896984,0,91.599998,.47143126,.49096969,.46175489,37
37980,2021,4,3,0,0,0,.054643277,0,.011659553,.82083088,.12452582,.064960137,91.599998,.58124888,.64857823,.37362897,71
37980,2023,4,2,0,0,0,.094832078,.028833369,0,.72742605,.1489085,.037007451,91.599998,.28469184,.61247522,.50203711,49
37980,2023,4,3,.066259958,0,0,.048842859,0,0,.81845999,.066437207,0,91.599998,.45852068,.58901423,.24255128,55
38060,2015,3,3,.028514657,0,0,.16318746,0,0,.71699446,.091303423,.039983187,92.199997,.45155668,.46743926,.24601637,34
38060,2017,4,3,0,0,0,.16286144,0,0,.70985228,.12728629,0,92.199997,.38757929,.70750213,.33297479,31
38060,2019,4,3,0,0,0,.055970546,0,0,.7059269,.23810254,0,92.199997,.51732481,.70408368,.2664538,32
38060,2023,4,3,0,0,0,.048214119,0,0,.73232913,.21945675,.0282389,92.199997,.40999606,.67675412,.51454884,36
38300,2013,2,3,.030581702,0,.030581702,.033512045,0,0,.82810396,.10780229,.066295914,88.800003,.40024331,.67909187,.17546391,30
38300,2013,4,3,.058553837,0,.026128886,0,0,0,.81985492,.12159123,.042186413,88.800003,.48383674,.55595732,.18663467,34
38900,2013,4,2,0,0,0,0,0,0,.83360857,.16639145,.06718602,93.599998,.42010689,.52855527,.44864279,31
38900,2013,4,3,0,0,0,.043854639,0,0,.74287796,.21326742,.024046399,93.599998,.34846872,.55033183,.33349758,39
38900,2015,4,3,0,0,0,.064017713,.033536136,0,.6454345,.25701165,0,93.599998,.37041906,.7852205,.32667693,30
38900,2017,3,3,.085498638,0,.03889994,.066709548,0,0,.76460046,.083191372,0,93.599998,.54297996,.47724974,.1726059,30
38900,2017,4,3,0,0,0,.085235909,0,0,.69434935,.22041473,0,93.599998,.3952603,.65937483,.29558614,36
38900,2019,4,2,0,0,0,0,0,0,.93708426,.062915742,.026763987,93.599998,.54133803,.53880405,.5244658,31
38900,2019,4,3,0,0,0,.072307244,0,.072307244,.90370286,.023989892,.034836542,93.599998,.38683683,.40678492,.22042644,34
38900,2023,4,2,0,0,0,.083038457,.051150512,0,.83975047,.026060561,0,93.599998,.53376341,.44450215,.51799321,33
38900,2023,4,3,0,0,0,.085957542,.028180152,.021882571,.65864342,.22721888,.027460203,93.599998,.43991783,.61039406,.30647445,35
39300,2013,3,2,.10020724,0,.040784296,.047499634,0,0,.81347495,.038818199,.022530334,90.099998,.66346169,.62526464,.63954049,30
39300,2013,4,2,0,0,0,0,.01883244,0,.87333238,.1078352,.041733205,90.099998,.45591336,.60596073,.56065881,50
39300,2013,2,3,.062687673,0,.017372662,0,0,0,.80784941,.12946293,.050179828,90.099998,.3597405,.46196923,.15064147,53
39300,2013,3,3,.017620739,0,0,.0377809,0,0,.69413024,.25046811,.050361805,90.099998,.36089745,.48952049,.2725178,45
39300,2013,4,3,0,0,0,.056891598,.010244915,0,.79061621,.14224727,.055885851,90.099998,.57746065,.49301365,.25094715,80
39300,2015,4,2,0,0,0,.11929211,.022764809,0,.85794306,0,.025284182,90.099998,.48675513,.63886553,.36524683,30
39300,2015,2,3,0,.027531212,0,.13178949,0,0,.5698626,.27081668,0,90.099998,.3723326,.64778447,.3290768,31
39300,2015,3,3,.026017431,0,.026017431,.045298357,0,0,.89543146,.033252783,0,90.099998,.40657711,.5237233,.25385475,32
39300,2015,4,3,0,0,0,.051017527,0,0,.80258906,.14639342,.016963301,90.099998,.46887055,.46517405,.31054464,51
39300,2017,4,2,0,0,0,.12991123,0,.024585346,.82442188,.045666877,0,90.099998,.35653627,.65437174,.48843646,31
39300,2017,4,3,0,0,0,.072134048,0,0,.82172465,.10614132,.037303884,90.099998,.46830949,.55056572,.19357927,43
39300,2019,4,3,0,0,0,0,.023123696,0,.91997015,.056906156,.077343695,90.099998,.52047503,.56186289,.40858999,39
39300,2023,4,3,0,0,0,.03869357,0,.03869357,.81916714,.14213932,0,90.099998,.50062603,.65715843,.38026273,30
40900,2021,4,3,0,0,0,.093430184,0,0,.81559569,.0909741,.029218672,93.300003,.62000662,.73461372,.40609884,32
41180,2013,3,3,0,0,0,.039597534,.023236869,0,.79741436,.13975121,.028870132,90.900002,.31742764,.65848607,.14022538,38
41180,2013,4,3,0,0,0,.021918627,.021918627,0,.83667731,.11948546,.08112777,90.900002,.31847161,.64893132,.31232822,39
41740,2013,4,3,.028121611,0,0,.11565141,0,0,.61791325,.23831375,0,94.300003,.25596973,.5018186,.14337422,33
41740,2017,4,2,0,0,0,.13655859,.022542847,0,.84089857,0,.096133739,94.300003,.65349609,.62885833,.56778294,34
41860,2013,4,2,0,0,0,.027178528,.019373158,0,.84791541,.10553288,.078273259,94.099998,.35163268,.62019926,.49404889,60
41860,2013,4,3,0,0,0,.028955476,0,0,.84518683,.1258577,.049095616,94.099998,.36533558,.50576818,.29357913,63
41860,2015,4,2,.016411489,0,0,.06928084,0,0,.88115668,.033150963,.048850652,94.099998,.40231287,.58748764,.43324769,56
41860,2015,4,3,0,0,0,0,.020952206,0,.67504913,.30399865,.037486829,94.099998,.42675638,.43983725,.25537017,43
41860,2017,4,2,0,0,0,.10446255,.022011938,.022204055,.78283495,.090690583,.037872795,94.099998,.49450818,.5025124,.41801596,40
41860,2017,4,3,0,0,0,.079385817,0,0,.77706003,.14355414,.034508221,94.099998,.4377957,.65241724,.38819587,54
41860,2019,4,2,0,0,0,.022837074,.025248975,0,.85723764,.094676301,.024208382,94.099998,.22767639,.63221544,.47718424,37
41860,2019,4,3,0,0,0,.029393196,0,0,.88869989,.081906915,.09571521,94.099998,.41767478,.53706515,.21796845,35
41860,2021,4,2,.02035326,0,0,.25124189,0,.063065127,.67170411,.056700733,.025094226,94.099998,.52323669,.59617084,.39033958,33
41860,2021,4,3,.01941915,0,0,.086903304,.024235144,0,.68428916,.18515326,.1128687,94.099998,.51010799,.65995651,.42972153,40
41860,2023,4,2,0,0,0,.19354028,.043070577,0,.71175259,.051636532,0,94.099998,.34058309,.6999808,.47530642,44
41860,2023,4,3,0,0,0,.026248179,0,0,.85313374,.12061809,.031006185,94.099998,.48982689,.50075364,.35237339,35
41940,2019,4,2,0,0,0,.055533208,0,0,.90739149,.037075333,.037383758,95.199997,.31413195,.55957168,.40659595,30
42660,2013,4,2,0,0,0,.26736033,.024646902,0,.64731574,.06067704,0,94.5,.36559451,.4926936,.48573536,32
42660,2013,3,3,0,0,0,.14600955,0,0,.66878921,.18520124,.069440134,94.5,.4929328,.60575032,.3339296,30
42660,2013,4,3,0,0,0,.10686106,0,0,.81569266,.077446297,.035734158,94.5,.40629637,.65678376,.37329161,51
42660,2015,4,2,0,0,0,.12548409,.061302446,.021844329,.81321347,0,.026019286,94.5,.28139865,.55460441,.51857638,44
42660,2015,4,3,0,0,0,.15860046,.027407849,.026040912,.64011967,.17387205,.027407849,94.5,.46090519,.66277766,.30426827,39
42660,2017,4,2,0,0,0,.15019308,0,0,.79695815,.05284876,0,94.5,.40792516,.44858131,.49474999,37
42660,2017,4,3,0,0,0,.049870588,.08380007,0,.68501186,.18131749,.025285095,94.5,.47144741,.68216038,.31145555,39
42660,2019,4,2,0,0,0,.019662222,0,0,.93917263,.041165147,0,94.5,.38156515,.64676368,.46566778,44
42660,2019,4,3,0,.017589288,0,0,0,0,.77720642,.20520428,.028864233,94.5,.43691266,.58209372,.23387103,43
42660,2021,4,2,0,0,0,.39291701,.055421088,0,.42509797,.12656395,0,94.5,.49809703,.50204986,.55424953,36
42660,2023,4,2,0,0,0,.1930176,0,.024145717,.70142293,.10555944,0,94.5,.43923128,.66755372,.40453169,33
46520,2013,4,2,0,0,0,.024046078,0,0,.84035718,.13559674,.030540664,91.699997,.45971832,.56783652,.69077533,36
46520,2013,3,3,0,0,0,0,0,0,.97387815,.026121838,.050213829,91.699997,.3852106,.57636744,.14179991,32
46520,2013,4,3,0,0,0,0,.016074153,0,.80500048,.17892537,.017692536,91.699997,.41607109,.52106839,.27608395,58
46520,2015,4,2,0,0,0,.12470755,0,0,.78212774,.09316469,0,91.699997,.52522469,.59282178,.54229957,30
46520,2015,4,3,0,0,0,.076193213,0,0,.78527111,.13853569,0,91.699997,.47438911,.62070608,.28964871,39
46520,2017,4,3,0,0,0,0,.024079297,0,.89177036,.084150337,0,91.699997,.50472617,.72671938,.23772828,47
46520,2019,4,3,0,0,0,0,0,0,.80329174,.19670825,.047734983,91.699997,.29833272,.68299735,.31751549,37
46520,2021,4,3,0,0,0,.019512637,0,0,.82067627,.15981108,.057962321,91.699997,.31562164,.63069308,.38914451,35
46520,2023,4,3,0,0,0,0,.030111045,.030111045,.76606768,.20382129,0,91.699997,.38266641,.57087576,.35077497,35
47900,2013,4,1,0,0,0,.047645301,0,0,.94027603,.012078648,.0064760782,94.199997,.34565848,.20847981,.048950408,78
47900,2013,2,2,.081400834,0,.01712076,.022859477,0,.022859477,.87424088,.021498837,.01910973,94.199997,.37199816,.63601816,.72372735,47
47900,2013,3,2,.029647643,.0078778937,.037525535,.096543737,0,0,.75755155,.1083792,.0480549,94.199997,.39928326,.49312291,.57750642,37
47900,2013,4,2,.0056950836,0,0,.063869104,0,0,.84382355,.086612239,.018525291,94.199997,.49271676,.606336,.55825758,205
47900,2013,2,3,.057327319,0,.025352363,.0073785824,0,0,.84155345,.09374065,.004699301,94.199997,.58211374,.31745356,.25847566,53
47900,2013,3,3,.026638195,0,.018997643,.023343042,0,0,.863792,.086226776,.016764376,94.199997,.57439047,.43894002,.2176784,58
47900,2013,4,3,0,0,0,.10789167,.012629033,.011957212,.78092915,.098550126,.02872056,94.199997,.46004057,.58108842,.34494039,201
47900,2015,4,1,0,0,0,.17042011,.0063541429,0,.70309842,.12012734,.012278,94.199997,.45163968,.35981202,.16674523,84
47900,2015,3,2,.07618019,0,.044965677,0,0,0,.92381978,0,.16078402,94.199997,.5645678,.34885243,.70754009,36
47900,2015,4,2,.0010344683,0,0,.19571048,.0014082837,.012787001,.76598239,.03586439,.029272467,94.199997,.43700784,.76653785,.61203223,162
47900,2015,2,3,.10493525,.00485643,.01602352,.051145844,0,0,.8124398,.026622666,0,94.199997,.48123395,.5173744,.23501755,38
47900,2015,3,3,.0085382452,0,.0040754722,.11291268,0,.0039166631,.79731607,.081232995,0,94.199997,.45488971,.50040096,.23707533,45
47900,2015,4,3,.00083381729,0,0,.077376686,.0082711941,0,.81012231,.10339599,.022720644,94.199997,.36486298,.72957635,.39728332,181
47900,2017,4,1,0,0,0,.31330842,0,0,.67579055,.010901025,.0076216082,94.199997,.5429092,.10094756,.012289104,80
47900,2017,4,2,.0011739855,0,0,.15263171,.004731412,0,.78629184,.055171043,.014402517,94.199997,.50601536,.54943585,.47242787,192
47900,2017,4,3,0,0,0,.089564666,.014329078,0,.74200302,.15410323,.033251498,94.199997,.3208065,.63706374,.26932061,155
47900,2019,4,1,.043781377,0,0,.033137519,0,0,.88852251,.034558587,.0041785864,94.199997,.54849219,.058075935,.04705216,60
47900,2019,4,2,.010390643,0,0,.10624533,0,0,.84186268,.041501325,.0016286236,94.199997,.44800326,.48679671,.45902857,155
47900,2019,4,3,0,.00096874649,0,.053037003,.0012833339,0,.82992518,.11478577,.022542609,94.199997,.45891857,.53563076,.37598088,140
47900,2021,4,1,.0048816982,0,0,.085036539,0,0,.91008174,0,0,94.199997,.35754305,.30010533,0,31
47900,2021,4,2,.077139512,0,.028805101,.29222795,.0039264336,.0032784052,.55167264,.075033486,.0066053285,94.199997,.51035661,.61400318,.46455467,135
47900,2021,4,3,0,0,0,.20336069,.0035064139,0,.68409544,.10903748,.0010734613,94.199997,.36604092,.66839474,.31857377,106
47900,2023,4,1,0,0,0,.18455248,0,.014408777,.73225468,.083192848,0,94.199997,.3336584,.14752568,.069664359,50
47900,2023,4,2,0,0,0,.28615373,0,0,.66298515,.05086112,.0018591675,94.199997,.42660555,.57723504,.55713916,121
47900,2023,4,3,0,0,0,.040844068,.020315576,0,.8606993,.078141078,.0075866757,94.199997,.45988485,.64425445,.29633248,108
