"design","N","rep","K_est","loglik","bic_standard","bic_panel","cf_effect","gamma_weighted","k_selected_bic","k_selected_stable","k_selected_osce","k_selected_consensus"
"Cancellation",2000,16,4,-4316.30954695672,9020.26511935008,8928.96024908366,11.3621495587724,0.0072157855403216,2,5,3,2
"Cancellation",2000,16,5,-4331.15892009987,9148.77559761043,9034.19693688394,18.477181090401,0.0166040798442633,2,5,3,2
"Cancellation",2000,17,1,-4296.28570921205,8683.7822479386,8662.29874905239,9.1292635698267,0.00117445839773226,1,5,4,1
"Cancellation",2000,17,2,-4339.76644540553,8869.55545229962,8824.79816295334,3.21561921608,0.000552955214063344,1,5,4,1
"Cancellation",2000,17,3,-4331.12400292044,8951.08229930348,8883.05121949713,-5.14646688023956,0.0137360399359325,1,5,4,1
"Cancellation",2000,17,4,-4304.84889008698,8997.3438056106,8906.03893534418,3.15404912959641,0.0324602192981705,1,5,4,1
"Cancellation",2000,17,5,-4321.94582960636,9130.34941662341,9015.77075589693,5.02580029919962,0.016224319462028,1,5,4,1
"Cancellation",2000,18,1,-4368.63678888246,8828.48440727942,8807.00090839321,-6.47298506836941,0.0850417432569204,3,5,1,1
"Cancellation",2000,18,2,-4341.87206922236,8873.76669993327,8829.00941058698,11.3553491736418,0.0318438009133522,3,5,1,1
"Cancellation",2000,18,3,-4279.10904324441,8847.05237995143,8779.02130014508,14.495676380308,-0.0509395977936788,3,5,1,1
"Cancellation",2000,18,4,-4411.50374867574,9210.65352278813,9119.34865252171,6.04582136410667,0.0218219065722562,3,5,1,1
"Cancellation",2000,18,5,-4291.84152481175,9070.14080703419,8955.56214630771,0.0753721504957588,0.00885514448669175,3,5,1,1
"Cancellation",2000,19,1,-4390.00009762071,8871.21102475592,8849.7275258697,3.43390113259956,-0.0035719134074303,2,5,3,2
"Cancellation",2000,19,2,-4352.11666121959,8894.25588392773,8849.49859458145,19.7274653769423,0.030380896031116,2,5,3,2
"Cancellation",2000,19,3,-4326.44296749278,8941.72022844816,8873.68914864181,-2.03438437779489,0.0390957123623869,2,5,3,2
"Cancellation",2000,19,4,-4343.01056253212,9073.6671505009,8982.36228023448,5.88568839909501,0.0267619024023777,2,5,3,2
"Cancellation",2000,19,5,-4346.09636453314,9178.65048647698,9064.07182575049,-2.9172850562574,0.0177013897382354,2,5,3,2
"Cancellation",2000,20,1,-4325.03522845033,8741.28128641517,8719.79778752896,8.7888508314884,0.058807769532874,1,5,3,1
