"gamma_bar","rep","K_est","cf_effect","k_selected_consensus","gamma_weighted","bic_panel"
0.02,25,5,7.50675188261228,5,0.0194969003905645,43564.6673850748
0.02,26,1,-7.97791620471619,2,0.0804059748395793,43487.5676235106
0.02,26,2,11.0200883611254,2,0.0389134372614016,43749.6268261459
0.02,26,3,6.95920210558974,2,0.00230621483040634,43518.8665295186
0.02,26,4,2.91402469064825,2,0.00770218036872397,43239.7815290915
0.02,26,5,-6.61585350747912,2,0.0462307868088849,43637.3773761157
0.02,27,1,26.4864663434461,2,-0.0130341886858916,43780.1032294294
0.02,27,2,-1.48629339376267,2,0.0117004022520711,42963.412303021
0.02,27,3,1.8674309656458,2,0.0384587758659444,43556.7523278435
0.02,27,4,-3.29131301397819,2,-0.00723970981210134,43464.6699922226
0.02,27,5,11.0713441376848,2,-0.0149740349743348,43588.4135115099
0.02,28,1,4.96831018886512,4,0.106933934117233,44480.5675950255
0.02,28,2,0.915435046291344,4,0.032085865700357,43277.2659149946
0.02,28,3,18.8271132405663,4,0.0246905325465851,43887.9291332049
0.02,28,4,12.0622865518501,4,-0.00414649560196496,43133.5769296974
0.02,28,5,7.80728334606137,4,0.017369436400029,43393.7262832418
0.02,29,1,5.98215069691774,2,0.0816232648469732,44021.4725477302
0.02,29,2,-1.40568765681976,2,0.0484721395966758,43265.4076448723
0.02,29,3,10.2190342353732,2,0.0350291907266336,43702.2780939011
0.02,29,4,6.59593909553492,2,0.00691980227305798,43381.8518968024
0.02,29,5,7.83431245598843,2,0.0100544204764215,43868.8854084332
0.02,30,1,19.9325901924892,1,-0.00642139358228247,43111.4645170702
0.02,30,2,11.6504517311276,1,0.0161188267256667,43372.5908237429
0.02,30,3,7.96419449841897,1,0.0264968088310522,43636.6081320434
0.02,30,4,15.7054226513067,1,0.00129855426405323,44321.2818714597
0.02,30,5,8.87539554653922,1,0.0142209846149474,43603.8474857237
0.02,31,1,-4.02376065458143,2,0.0346844957644597,43581.9298482379
0.02,31,2,-1.64799146271483,2,0.0466262940822223,42813.1455429859
0.02,31,3,0.964896724504893,2,0.0316134220239688,43700.9106443784
0.02,31,4,9.25210461231452,2,0.00477485066808602,44129.7938721941
0.02,31,5,5.07199160236976,2,-0.00909384167135455,43794.8086039876
0.02,32,1,3.68361808904989,5,0.0425140262264368,43975.3991551017
