"design","N","rep","K_est","loglik","bic_standard","bic_panel","cf_effect","se_rate_baseline","se_rate_cf","gamma_weighted","k_selected_bic","k_selected_stable","k_selected_osce","k_selected_consensus"
"Cancellation",10000,44,5,-5969.28103627347,12159.6102414744,12086.4607183525,1.66017514471254,0.2841,0.288816557586128,0.00869668951216986,1,3,5,1
"Cancellation",10000,45,1,-5964.98787997899,11966.8171214459,11954.6255342589,4.98421483636259,0.283,0.297105327986906,-0.0590363271626518,1,4,3,1
"Cancellation",10000,45,2,-5967.07780242369,12017.0486681952,11989.6175970245,8.59810285517228,0.283,0.307332631080138,-0.0754411479772724,1,4,3,1
"Cancellation",10000,45,3,-5947.77554251312,12024.4958502339,11981.8252950795,0.325350285636263,0.283,0.283920741308351,0.0218232995406021,1,4,3,1
"Cancellation",10000,45,4,-5956.53167341868,12088.0598139049,12030.1497747668,0.815447552868446,0.283,0.285307716574618,-0.00345180260738417,1,4,3,1
"Cancellation",10000,45,5,-5952.38905987885,12125.8262886851,12052.6767655633,-1.39247039028207,0.283,0.279059308795502,0.01426014609717,1,4,3,1
"Cancellation",10000,46,1,-5989.16847067423,12015.1783028364,12002.9867156494,-6.79416832264707,0.2885,0.268898824389163,0.155298994841313,1,3,4,1
"Cancellation",10000,46,2,-5993.30298693199,12069.4990372118,12042.0679660411,0.901990393958067,0.2885,0.291102242286569,0.00908027220384083,1,3,4,1
"Cancellation",10000,46,3,-5988.77627011708,12106.4973054418,12063.8267502874,-0.641528004110828,0.2885,0.28664919170814,0.0243971916405061,1,3,4,1
"Cancellation",10000,46,4,-6001.71436053232,12178.4251881322,12120.5151489941,0.578429873704638,0.2885,0.290168770185638,0.00907976402409138,1,3,4,1
"Cancellation",10000,46,5,-5994.21228324138,12209.4727354102,12136.3232122883,-0.437632308848553,0.2885,0.287237430788972,0.019857204396084,1,3,4,1
"Cancellation",10000,47,1,-6028.78837452185,12094.4181105316,12082.2265233446,-5.14180013891896,0.2908,0.275847645196024,0.146736745077912,1,3,4,1
"Cancellation",10000,47,2,-6023.70985291455,12130.3127691769,12102.8816980062,0.0654624647458641,0.2908,0.290990364847481,-0.0044973772408062,1,3,4,1
"Cancellation",10000,47,3,-6022.88623808068,12174.717241369,12132.0466862146,0.345807526443221,0.2908,0.291805608286897,0.00775690442327332,1,3,4,1
"Cancellation",10000,47,4,-6021.81815071448,12218.6327684965,12160.7227293584,-1.1927511173178,0.2908,0.28733147975084,0.0103131291625097,1,3,4,1
"Cancellation",10000,47,5,-6025.37212802904,12271.7924249855,12198.6429018637,-2.68832105293592,0.2908,0.282982362378062,0.0199732848685031,1,3,4,1
"Cancellation",10000,48,1,-5996.34018865637,12029.5217388006,12017.3301516137,2.08376252572595,0.2881,0.294103319836616,-0.0337260023040157,1,4,5,1
"Cancellation",10000,48,2,-5994.12020998623,12071.1334833202,12043.7024121496,-3.28948559696341,0.2881,0.278622991995148,0.037312748323694,1,4,5,1
"Cancellation",10000,48,3,-5999.92777066978,12128.8003065472,12086.1297513928,0.281722987168384,0.2881,0.288911643926032,0.00301594272028234,1,4,5,1
"Cancellation",10000,48,4,-5996.83000687985,12168.6564808272,12110.7464416891,-1.54414006860417,0.2881,0.283651332462351,0.0104272930159432,1,4,5,1
"Cancellation",10000,48,5,-5997.46210658299,12215.9723820934,12142.8228589716,0.781748352184291,0.2881,0.290352217002643,-7.50391685409196e-05,1,4,5,1
"Cancellation",10000,49,1,-5960.08733352037,11957.0160285286,11944.8244413417,3.70044520942667,0.2828,0.293264859052259,-0.0455772145570653,1,3,4,1
"Cancellation",10000,49,2,-5953.76692988191,11990.4269231116,11962.9958519409,-1.62738820833046,0.2828,0.278197746146841,0.0479920015742596,1,3,4,1
"Cancellation",10000,49,3,-5951.13431905166,12031.213403311,11988.5428481566,-1.36527160177781,0.2828,0.278939011910172,0.0344367015172039,1,3,4,1
"Cancellation",10000,49,4,-5959.70269774242,12094.4018625524,12036.4918234143,4.17905321449051,0.2828,0.294618362490579,0.0007357198276517,1,3,4,1
"Cancellation",10000,49,5,-5948.8893783188,12118.826925565,12045.6774024432,-1.4954633405062,0.2828,0.278570829673048,0.0258453396046315,1,3,4,1
"Cancellation",10000,50,1,-5970.24184741161,11977.3250563111,11965.1334691242,-10.6713011117222,0.2846,0.254229477036039,0.211246250619396,2,4,1,1
"Cancellation",10000,50,2,-5953.26705748859,11989.427178325,11961.9961071543,-2.34871266558112,0.2846,0.277915563753756,0.0202762678635268,2,4,1,1
"Cancellation",10000,50,3,-5962.14398248814,12053.2327301839,12010.5621750295,2.55346369176002,0.2846,0.291867157666749,-0.0178005849590786,2,4,1,1
"Cancellation",10000,50,4,-5956.55867887069,12088.1138248089,12030.2037856708,0.602870946863852,0.2846,0.286315770714775,0.00142763123954818,2,4,1,1
"Cancellation",10000,50,5,-5962.25855556056,12145.5652800486,12072.4157569267,0.0801627780343783,0.2846,0.284828143266286,0.000773207752834248,2,4,1,1
"Cancellation",10000,51,1,-6048.05928992903,12132.959941346,12120.768354159,1.92673327976091,0.2949,0.300581936442015,-0.0221841299297861,1,3,5,1
"Cancellation",10000,51,2,-6048.89791801889,12180.6888993856,12153.2578282149,1.32931281562824,0.2949,0.298820143493288,-0.0211048685299798,1,3,5,1
"Cancellation",10000,51,3,-6053.60109351543,12236.1469522385,12193.4763970841,0.111363938117608,0.2949,0.295228412253509,-0.0115071343969682,1,3,5,1
"Cancellation",10000,51,4,-6047.39443753636,12269.7853421403,12211.8753030021,-0.0093729513020675,0.2949,0.29487235916661,0.0250384988785521,1,3,5,1
"Cancellation",10000,51,5,-6053.07882479032,12327.2058185081,12254.0562953862,-1.61390432415072,0.2949,0.29014059614808,0.0178690729958328,1,3,5,1
"Cancellation",10000,52,1,-5960.88622967264,11958.6138208332,11946.4222336462,-2.67909789298438,0.2841,0.276488682886031,0.0635218832795252,1,3,2,1
"Cancellation",10000,52,2,-5961.53686409896,12005.9667915457,11978.535720375,0.27815101510566,0.2841,0.284890227033915,-0.00940128975037933,1,3,2,1
"Cancellation",10000,52,3,-5971.12190911641,12071.1885834405,12028.5180282861,-0.469879664778511,0.2841,0.282765071872364,-0.00370072476157629,1,3,2,1
"Cancellation",10000,52,4,-5965.88702916007,12106.7705253877,12048.8604862495,-4.40706801258587,0.2841,0.271579519776244,0.0384060688773131,1,3,2,1
"Cancellation",10000,52,5,-5965.96321440452,12152.9745977365,12079.8250746146,0.796380542711799,0.2841,0.286362517121844,-0.00436640276264149,1,3,2,1
"Cancellation",10000,53,1,-6013.68177779666,12064.2049170812,12052.0133298943,-6.70314458762418,0.2892,0.269814505852591,0.147933276592714,1,3,5,1
"Cancellation",10000,53,2,-6008.04716591942,12098.9873951866,12071.5563240159,1.4624502694284,0.2892,0.293429406179187,-0.00889075142728252,1,3,5,1
"Cancellation",10000,53,3,-6009.83771777195,12148.6202007516,12105.9496455972,-0.0871355764488553,0.2892,0.28894800391291,-0.00330693068705476,1,3,5,1
"Cancellation",10000,53,4,-6010.27475260675,12195.545972281,12137.6359331429,-0.465823021649676,0.2892,0.287852839821389,0.0142740856726076,1,3,5,1
"Cancellation",10000,53,5,-6010.5378724516,12242.1239138306,12168.9743907088,-3.78014519531323,0.2892,0.278267820095154,0.0351712707852472,1,3,5,1
"Cancellation",10000,54,1,-6038.54537568867,12113.9321128652,12101.7405256783,-2.60644168387077,0.2925,0.284876158074678,0.0749042722684314,1,4,4,4
"Cancellation",10000,54,2,-6042.30068984864,12167.4944430451,12140.0633718744,-2.1017135427628,0.2925,0.286352487887419,0.0288548389911976,1,4,4,4
"Cancellation",10000,54,3,-6039.42277760307,12207.7903204138,12165.1197652594,0.47281082591181,0.2925,0.293882971665792,0.00524659055675908,1,4,4,4
"Cancellation",10000,54,4,-6041.75801717543,12258.5125014184,12200.6024622803,-0.259927510784495,0.2925,0.291739712030955,0.00351721721552991,1,4,4,4
"Cancellation",10000,54,5,-6038.48042938012,12298.0090276877,12224.8595045658,1.18586510519515,0.2925,0.295968655432696,-0.00167791431001103,1,4,4,4
"Cancellation",10000,55,1,-6059.53570481405,12155.912771116,12143.721183929,0.734780724834417,0.295,0.297167603138262,0.010246944483184,1,5,5,5
"Cancellation",10000,55,2,-6053.83681501716,12190.5666933821,12163.1356222114,-4.2116553559631,0.295,0.282575616699909,0.0642031415498132,1,5,5,5
"Cancellation",10000,55,3,-6059.51780743204,12247.9803800717,12205.3098249173,0.856970532964223,0.295,0.297528063072244,0.00917141383474023,1,5,5,5
"Cancellation",10000,55,4,-6066.55464394859,12308.1057549647,12250.1957158266,-4.29881444839767,0.295,0.282318497377227,0.0435731586549455,1,5,5,5
"Cancellation",10000,55,5,-6068.83426679866,12358.7167025248,12285.5671794029,-1.36280933663862,0.295,0.290979712456916,0.035874916065981,1,5,5,5
"Cancellation",10000,56,1,-5976.79080243107,11990.4229663501,11978.2313791631,0.204800703615893,0.2854,0.28598450120812,-0.00421220152756037,1,5,4,1
"Cancellation",10000,56,2,-5971.20089927501,12025.2948618978,11997.8637907271,-2.2277436599188,0.2854,0.279042019594592,0.0696198665822628,1,5,4,1
"Cancellation",10000,56,3,-5981.70831297023,12092.3613911481,12049.6908359937,1.41473414704655,0.2854,0.289437651255671,-0.0103802501066916,1,5,4,1
"Cancellation",10000,56,4,-5977.47689310011,12129.9502532678,12072.0402141296,-5.59673624005904,0.2854,0.269426914770871,0.0538862779450054,1,5,4,1
"Cancellation",10000,56,5,-5974.60681404334,12170.2617970141,12097.1122738923,-0.389640568555589,0.2854,0.284287965817342,0.00278606025268643,1,5,4,1
"Cancellation",10000,57,1,-5962.73472807253,11962.310817633,11950.119230446,1.94316432790793,0.2847,0.290232188841554,-0.0359627890973663,1,4,5,1
"Cancellation",10000,57,2,-5964.90333560507,12012.6997345579,11985.2686633872,-5.16231410362007,0.2847,0.270002891746994,0.0872827741795412,1,4,5,1
"Cancellation",10000,57,3,-5965.01645959123,12058.9776843901,12016.3071292357,0.708631307726725,0.2847,0.286717473333098,0.0125505795024376,1,4,5,1
"Cancellation",10000,57,4,-5964.1266563462,12103.2497797599,12045.3397406218,-1.12158224158599,0.2847,0.281506855358205,0.0215818589004793,1,4,5,1
"Cancellation",10000,57,5,-5979.20116258984,12179.4504941071,12106.3009709853,-7.90127009801322,0.2847,0.262205084030956,0.0515671881078239,1,4,5,1
"Cancellation",10000,58,1,-5969.9109879115,11976.6633373109,11964.4717501239,-1.90494025347018,0.2852,0.279767110397103,0.06760760512817,1,3,3,3
"Cancellation",10000,58,2,-5973.01980551475,12028.9326743773,12001.5016032066,-1.41964248995616,0.2852,0.281151179618645,0.0371690269250854,1,3,3,3
"Cancellation",10000,58,3,-5972.32528891071,12073.5953430291,12030.9247878747,-0.887906092495198,0.2852,0.282667691824204,0.0478192329692351,1,3,3,3
"Cancellation",10000,58,4,-5974.38335792917,12123.7631829259,12065.8531437878,-3.00201561628258,0.2852,0.276638251462362,0.0205407655754223,1,3,3,3
"Cancellation",10000,58,5,-5979.69488691255,12180.4379427525,12107.2884196307,-0.501325025935701,0.2852,0.283770221026031,0.00611891882659029,1,3,3,3
"Cancellation",10000,59,1,-5953.41834795437,11943.6780573967,11931.4864702097,2.12288107870767,0.2836,0.289620490739215,-0.0105821255475442,1,3,5,1
"Cancellation",10000,59,2,-5952.52639916895,11987.9458616857,11960.514790515,-0.0127712856549429,0.2836,0.283563780633883,0.0239275765318996,1,3,5,1
"Cancellation",10000,59,3,-5953.06152428664,12035.067813781,11992.3972586265,0.202234050220202,0.2836,0.284173535766425,0.0344271569870532,1,3,5,1
"Cancellation",10000,59,4,-5958.38872171035,12091.7739104882,12033.8638713501,0.272568689036656,0.2836,0.284373004802108,0.0189082539976444,1,3,5,1
"Cancellation",10000,59,5,-5958.14382218846,12137.3358133044,12064.1862901825,-2.38592452920739,0.2836,0.276833518035168,0.024072261973745,1,3,5,1
"Cancellation",10000,60,1,-5977.10456454014,11991.0504905682,11978.8589033812,-1.23335525614897,0.2861,0.282571370612158,0.0342773767932632,1,4,4,4
"Cancellation",10000,60,2,-5993.94920603627,12070.7914754203,12043.3604042496,-0.249440142572717,0.2861,0.285386351752099,0.022862590606797,1,4,4,4
"Cancellation",10000,60,3,-5982.34206151535,12093.6288882384,12050.9583330839,-4.40808033434237,0.2861,0.273488482163447,0.0361868136966009,1,4,4,4
"Cancellation",10000,60,4,-5984.87040671413,12144.7372804958,12086.8272413577,-3.32098735221258,0.2861,0.27659865518532,0.00218330580249371,1,4,4,4
"Cancellation",10000,60,5,-5974.86897358051,12170.7861160884,12097.6365929666,1.25991867647961,0.2861,0.289704627333408,-0.00755415963303856,1,4,4,4
"Cancellation",10000,61,1,-5951.51093731041,11939.8632361087,11927.6716489217,2.10428701821546,0.2837,0.289669862270677,-0.0181524498025687,1,3,2,1
"Cancellation",10000,61,2,-5951.62868778973,11986.1504389272,11958.7193677566,-2.08708062127278,0.2837,0.277778952277449,0.0207200269592724,1,3,2,1
"Cancellation",10000,61,3,-5954.39564505787,12037.7360553234,11995.065500169,-2.66388378833703,0.2837,0.276142561692488,0.000677630090999702,1,3,2,1
"Cancellation",10000,61,4,-5955.6027784258,12086.2020239192,12028.291984781,0.256378043739216,0.2837,0.284427344510088,0.00876136435261849,1,3,2,1
"Cancellation",10000,61,5,-5960.08929905986,12141.2267670471,12068.0772439253,-0.44114662264297,0.2837,0.282448467031562,0.00939328756663844,1,3,2,1
"Cancellation",10000,62,1,-5858.40750200947,11753.6563655068,11741.4647783199,-2.5172937036959,0.2743,0.267395063370762,0.0759926908957667,1,3,4,1
"Cancellation",10000,62,2,-5859.76964115608,11802.43234566,11775.0012744893,0.052534351924893,0.2743,0.27444410172733,0.0243227627182681,1,3,4,1
"Cancellation",10000,62,3,-5862.02763580153,11853.0000368107,11810.3294816563,0.876371770680208,0.2743,0.276703887766976,-0.00492296467121978,1,3,4,1
"Cancellation",10000,62,4,-5874.49346538515,11923.9833978378,11866.0733586997,-1.49984802420971,0.2743,0.270185916869593,0.00844504318427258,1,3,4,1
"Cancellation",10000,62,5,-5870.07686676396,11961.2019024554,11888.0523793335,-1.0270083939209,0.2743,0.271482915975475,0.0172550459733247,1,3,4,1
"Cancellation",10000,63,1,-5981.36296542236,11999.5672923326,11987.3757051457,3.94649889144967,0.2847,0.295935682343957,-0.0505764621529828,1,3,5,1
"Cancellation",10000,63,2,-5968.59348623608,12020.08003582,11992.6489646493,-1.79723736589034,0.2847,0.27958326521931,0.01823335739446,1,3,5,1
"Cancellation",10000,63,3,-5968.92537757074,12066.7955203491,12024.1249651947,-0.357910003819698,0.2847,0.283681030219125,0.000543750340539637,1,3,5,1
"Cancellation",10000,63,4,-5971.53644226023,12118.069351588,12060.1593124499,0.490004218420823,0.2847,0.286095042009844,-0.00556748246242627,1,3,5,1
"Cancellation",10000,63,5,-5966.83967600176,12154.7275209309,12081.5779978091,-0.454013763179687,0.2847,0.283407422816227,0.0166533070996329,1,3,5,1
"Cancellation",10000,64,1,-5959.51570575708,11955.8727730021,11943.6811858151,-1.47664240223591,0.2858,0.28157975601441,0.044159013270779,1,5,4,1
"Cancellation",10000,64,2,-5970.91366668369,12024.7203967152,11997.2893255445,1.60061747405575,0.2858,0.290374564740851,-0.0131837619009246,1,5,4,1
"Cancellation",10000,64,3,-5979.95088296063,12088.8465311289,12046.1759759745,-2.11469152677696,0.2858,0.279756211616471,0.0257187267262766,1,5,4,1
"Cancellation",10000,64,4,-5980.20996886407,12135.4164047957,12077.5063656576,1.00740920745246,0.2858,0.288679175514899,-0.00626946245448981,1,5,4,1
"Cancellation",10000,64,5,-5972.61829329605,12166.2847555195,12093.1352323977,2.43865853137909,0.2858,0.292769686082681,-0.0180434930771203,1,5,4,1
"Cancellation",10000,65,1,-6006.53956744826,12049.9204963844,12037.7289091974,7.40282301757984,0.2863,0.307494282299331,-0.124430898691899,2,3,4,2
"Cancellation",10000,65,2,-5978.47053218684,12039.8341277215,12012.4030565508,0.745447009863576,0.2863,0.288434214789239,0.00352839732231923,2,3,4,2
"Cancellation",10000,65,3,-5984.60355188695,12098.1518689816,12055.4813138271,-0.913945601271313,0.2863,0.28368337374356,0.0353549729073544,2,3,4,2
"Cancellation",10000,65,4,-5994.14683316895,12163.2901334054,12105.3800942673,-5.1529046952686,0.2863,0.271547233857446,0.0347666789482367,2,3,4,2
"Cancellation",10000,65,5,-5981.81257815647,12184.6733252404,12111.5238021185,0.0529732811252006,0.2863,0.286451662503861,-0.00109111442606442,2,3,4,2
"Cancellation",10000,66,1,-5994.73963772906,12026.320636946,12014.129049759,2.82790888858831,0.2882,0.296350033416912,-0.0458520044916852,1,3,5,1
"Cancellation",10000,66,2,-6001.84496251085,12086.5829883695,12059.1519171988,-0.812416615123335,0.2882,0.285858615315215,-0.000781449246911763,1,3,5,1
"Cancellation",10000,66,3,-5993.52463821625,12115.9940416402,12073.3234864858,0.56234685837975,0.2882,0.28982068364585,0.0114352409462869,1,3,5,1
"Cancellation",10000,66,4,-5998.36585830739,12171.7281836823,12113.8181445442,-0.959637293777168,0.2882,0.285434325319334,0.00655623079798974,1,3,5,1
"Cancellation",10000,66,5,-5999.44331747446,12219.9348038763,12146.7852807545,-0.362190923148206,0.2882,0.287156165759487,0.00690120347910383,1,3,5,1
"Cancellation",10000,67,1,-5995.75384714294,12028.3490557738,12016.1574685868,4.96338629366915,0.2879,0.302189589139473,-0.0742166628912438,1,5,4,1
"Cancellation",10000,67,2,-5999.93759817499,12082.7682596978,12055.3371885271,3.04563380737814,0.2879,0.296668379731442,-0.0136341738841381,1,5,4,1
"Cancellation",10000,67,3,-5999.944988375,12128.8347419577,12086.1641868032,-1.17639481189012,0.2879,0.284513159336568,0.0561960952835616,1,5,4,1
"Cancellation",10000,67,4,-5998.10370116938,12171.2038694063,12113.2938302682,2.96253152746841,0.2879,0.296429128267582,-0.0140737317278309,1,5,4,1
"Cancellation",10000,67,5,-5996.22154271529,12213.491254358,12140.3417312362,0.572268305096391,0.2879,0.289547560450372,0.00956213123695011,1,5,4,1
"Cancellation",10000,68,1,-5982.15564262901,12001.1526467459,11988.9610595589,-3.68402561952461,0.2866,0.276041582574443,0.0753391797228268,1,5,4,1
"Cancellation",10000,68,2,-5987.18342884215,12057.2599210321,12029.8288498614,-1.65880896103552,0.2866,0.281845853517672,0.0268628549613615,1,5,4,1
"Cancellation",10000,68,3,-5986.7002085989,12102.3451824055,12059.674627251,-3.79418994462533,0.2866,0.275725851618704,0.0214026968533426,1,5,4,1
"Cancellation",10000,68,4,-5987.29205750584,12149.5805820792,12091.6705429411,-0.423121967424565,0.2866,0.285387332441361,-0.0112718253279975,1,5,4,1
"Cancellation",10000,68,5,-5982.34607271211,12185.7403143516,12112.5907912298,-0.871626036115176,0.2866,0.284101919780494,0.0148647396164527,1,5,4,1
"Cancellation",10000,69,1,-5963.47334680084,11963.7880550896,11951.5964679026,4.14786680645174,0.2841,0.295884089597129,-0.0746109262328059,1,5,3,1
"Cancellation",10000,69,2,-5955.59936035774,11994.0917840633,11966.6607128926,-2.13766228880718,0.2841,0.278026901437499,0.0221933190159744,1,5,3,1
"Cancellation",10000,69,3,-5964.70971884099,12058.3642028896,12015.6936477352,4.20226247682054,0.2841,0.296038627696647,-0.0325129769967495,1,5,3,1
"Cancellation",10000,69,4,-5958.83010574138,12092.6566785503,12034.7466394122,-2.23211869879346,0.2841,0.277758550776728,0.0219015876325387,1,5,3,1
"Cancellation",10000,69,5,-5967.83417403072,12156.7165169889,12083.566993867,1.06682277801684,0.2841,0.287130843512346,-0.00527315395129886,1,5,3,1
"Cancellation",10000,70,1,-6013.51772291125,12063.8768073104,12051.6852201234,4.56790021007909,0.2897,0.302933206908599,-0.0766904329127018,1,4,5,1
"Cancellation",10000,70,2,-6013.82624764755,12110.5455586429,12083.1144874722,0.869852467148796,0.2897,0.29221996259733,0.00218441891952829,1,4,5,1
"Cancellation",10000,70,3,-6013.6114773499,12156.1677199075,12113.497164753,-1.37752094042887,0.2897,0.285709321835578,-0.00567894735904167,1,4,5,1
"Cancellation",10000,70,4,-6011.02208651071,12197.040640089,12139.1306009508,-1.73636165050503,0.2897,0.284669760298487,0.0230586363037465,1,4,5,1
"Cancellation",10000,70,5,-6013.49172110489,12248.0316111372,12174.8820880154,-0.132420741843909,0.2897,0.289316377110878,-0.00457366751800021,1,4,5,1
"Cancellation",10000,71,1,-5957.92593524581,11952.6932319795,11940.5016447926,6.08772941644412,0.2838,0.301076976083868,-0.11510366343793,1,5,3,1
"Cancellation",10000,71,2,-5958.37222724342,11999.6375178346,11972.2064466639,-4.71498680229265,0.2838,0.270418867455093,0.0461949009075312,1,5,3,1
"Cancellation",10000,71,3,-5959.00740495877,12046.9595751252,12004.2890199708,0.433130380814046,0.2838,0.28502922402075,0.00867697239492714,1,5,3,1
"Cancellation",10000,71,4,-5959.6111616781,12094.2187904237,12036.3087512856,-2.03806774649174,0.2838,0.278015963735456,0.0222212360618406,1,5,3,1
"Cancellation",10000,71,5,-5959.43358590642,12139.9153407403,12066.7658176184,0.355026108869803,0.2838,0.284807564096972,0.00365305907089276,1,5,3,1
"Cancellation",10000,72,1,-5978.58678766473,11994.0149368174,11981.8233496304,2.08373076661093,0.2849,0.290836548954075,0.000668126119916621,1,3,5,1
"Cancellation",10000,72,2,-5972.56959449006,12028.0322523279,12000.6011811572,-1.99312320271,0.2849,0.279221591995479,0.0400469042121764,1,3,5,1
"Cancellation",10000,72,3,-5975.81788832695,12080.5805418616,12037.9099867072,-0.916667709237419,0.2849,0.282288413696383,0.0222437689208529,1,3,5,1
"Cancellation",10000,72,4,-5970.23189953729,12115.4602661421,12057.550227004,-2.165646602841,0.2849,0.278730072828506,0.0276831086765624,1,3,5,1
"Cancellation",10000,72,5,-5976.60735023744,12174.2628694023,12101.1133462805,2.23379613714042,0.2849,0.291264085194713,-0.00724344327317612,1,3,5,1
"Cancellation",10000,73,1,-5981.70770355019,12000.2567685883,11988.0651814013,2.72249680631394,0.2862,0.293991785859671,-0.0427390992943637,1,5,3,1
"Cancellation",10000,73,2,-5977.62531859875,12038.1437005453,12010.7126293746,-2.80291066748794,0.2862,0.27817806966965,0.0300144625225885,1,5,3,1
"Cancellation",10000,73,3,-5981.18809380718,12091.320952822,12048.6503976676,-5.85962279494489,0.2862,0.269429759560868,0.0561586017027827,1,5,3,1
"Cancellation",10000,73,4,-5977.05512912919,12129.1067253259,12071.1966861878,0.84746093524107,0.2862,0.28862543319666,-0.000508189170890674,1,5,3,1
"Cancellation",10000,73,5,-5981.54752250612,12184.1432139397,12110.9936908178,0.912158955159708,0.2862,0.288810598929667,0.00591413965430816,1,5,3,1
"Cancellation",10000,74,1,-6013.14188613116,12063.1251337502,12050.9335465633,-4.03277455362272,0.2902,0.278496888245387,0.108991586202999,1,5,4,1
"Cancellation",10000,74,2,-6012.23684911105,12107.3667615699,12079.9356903992,-1.77001562459725,0.2902,0.285063414657419,0.0490096209691531,1,5,4,1
"Cancellation",10000,74,3,-6020.48329538172,12169.9113559711,12127.2408008167,1.52813956727566,0.2902,0.294634661024234,-0.0252927461519747,1,5,4,1
"Cancellation",10000,74,4,-6022.42350812681,12219.8434833212,12161.933444183,-1.38499156154778,0.2902,0.286180754488388,0.0190208685763517,1,5,4,1
"Cancellation",10000,74,5,-6026.19964260955,12273.4474541465,12200.2979310247,0.530513804676061,0.2902,0.29173955106117,0.00268901854292287,1,5,4,1
"Cancellation",10000,75,1,-5982.95658913016,12002.7545397482,11990.5629525613,-8.284703695296,0.2861,0.262397462727758,0.180635898483319,1,3,4,1
"Cancellation",10000,75,2,-5982.53921600678,12047.9714953613,12020.5404241907,1.19000644768494,0.2861,0.289504608446827,0.0101395768980892,1,3,4,1
"Cancellation",10000,75,3,-5982.19045384012,12093.3256728879,12050.6551177335,0.299368766688343,0.2861,0.286956494041495,-0.000440941915359427,1,3,4,1
"Cancellation",10000,75,4,-5976.20785376856,12127.4121746047,12069.5021354665,-0.521642293352622,0.2861,0.284607581398718,0.00219494585274247,1,3,4,1
"Cancellation",10000,75,5,-5998.09657669568,12217.2413223188,12144.0917991969,-2.87934751810127,0.2861,0.277862186750712,0.0154158760721343,1,3,4,1
"Cancellation",10000,76,1,-5987.69659940474,12012.2345602974,12000.0429731104,2.9297091619326,0.2864,0.294790687039775,-0.0346342608484611,1,5,4,1
"Cancellation",10000,76,2,-5977.01340011224,12036.9198635723,12009.4887924016,-0.587680611337409,0.2864,0.28471688272913,0.00982402149353866,1,5,4,1
"Cancellation",10000,76,3,-5985.23184886424,12099.4084629362,12056.7379077817,4.21442782165335,0.2864,0.298470121281215,-0.0439599546060544,1,5,4,1
"Cancellation",10000,76,4,-5980.4048631619,12135.8061933913,12077.8961542532,-2.98150160605753,0.2864,0.277860979400251,0.0196653106165555,1,5,4,1
"Cancellation",10000,76,5,-5980.70056444535,12182.4492978181,12109.2997746963,-2.81259564976739,0.2864,0.278344726059066,0.0129612657860042,1,5,4,1
"Cancellation",10000,77,1,-6029.47593574821,12095.7932329843,12083.6016457974,-3.49778679017781,0.2934,0.283137493557618,0.109556419490413,1,3,4,1
"Cancellation",10000,77,2,-6035.40138257035,12153.6958284885,12126.2647573178,-1.02445369156035,0.2934,0.290394252868962,0.039521063357849,1,3,4,1
"Cancellation",10000,77,3,-6039.88865322577,12208.7220716592,12166.0515165048,-1.32333100007509,0.2934,0.28951734684578,0.0120493687402947,1,3,4,1
"Cancellation",10000,77,4,-6039.54108817894,12254.0786434254,12196.1686042873,-0.238777390444012,0.2934,0.292699427136437,0.00240174926388424,1,3,4,1
"Cancellation",10000,77,5,-6047.33034205819,12315.7088530438,12242.559329922,-0.829148065658956,0.2934,0.290967279575357,0.0312070131841105,1,3,4,1
"Cancellation",10000,78,1,-6009.46572578399,12055.7728130559,12043.5812258689,-1.42866957883282,0.2898,0.285659715560542,0.0709597281885948,1,3,3,3
"Cancellation",10000,78,2,-6011.7357363805,12106.3645361088,12078.9334649381,-0.35718883143546,0.2898,0.2887648667665,0.0104269004591473,1,3,3,3
"Cancellation",10000,78,3,-6006.81575578035,12142.5762767684,12099.905721614,0.920617279209928,0.2898,0.29246794887515,0.000719591952377524,1,3,3,3
"Cancellation",10000,78,4,-6009.16395387596,12193.3243748195,12135.4143356813,-1.05155315975243,0.2898,0.286752598943037,0.0393827942816268,1,3,3,3
"Cancellation",10000,78,5,-6003.18833806539,12227.4248450582,12154.2753219364,-1.88117902715792,0.2898,0.284348343179296,0.023708576615044,1,3,3,3
"Cancellation",10000,79,1,-5996.3688020108,12029.5789655095,12017.3873783225,-3.43814987639229,0.2892,0.279256870557474,0.100990154726917,1,4,4,4
"Cancellation",10000,79,2,-6009.77919600909,12102.451455366,12075.0203841953,-5.24386131827297,0.2892,0.274034753067555,0.0772725519355864,1,4,4,4
"Cancellation",10000,79,3,-6014.35865045574,12157.6620661192,12114.9915109647,-0.936941171212083,0.2892,0.286490366132855,0.0394057468478069,1,4,4,4
"Cancellation",10000,79,4,-6000.64461553753,12176.2856981426,12118.3756590045,-0.516881115581552,0.2892,0.287705179813738,0.0183167709230344,1,4,4,4
"Cancellation",10000,79,5,-6000.84265042315,12222.7334697737,12149.5839466519,0.152582325987797,0.2892,0.289641268086757,0.00474732664003732,1,4,4,4
"Cancellation",10000,80,1,-5990.65019181619,12018.1417451203,12005.9501579333,-1.9724477733222,0.2886,0.282907515726192,0.0777586080128328,1,3,2,1
"Cancellation",10000,80,2,-6000.35334385216,12083.5997510521,12056.1686798814,0.757117848230052,0.2886,0.290785042109992,0.00891961554029293,1,3,2,1
"Cancellation",10000,80,3,-5996.26523620757,12121.4752376228,12078.8046824684,0.00105674755494254,0.2886,0.288603049773444,0.0168360335094028,1,3,2,1
