"design","N","rep","K_est","loglik","bic_standard","bic_panel","cf_effect","se_rate_baseline","se_rate_cf","gamma_weighted","k_selected_bic","k_selected_stable","k_selected_osce","k_selected_consensus"
"Cancellation",10000,9,1,-5983.18125389579,12003.2038692795,11991.0122820925,-6.05726660484688,0.2871,0.269709587577485,0.166744177064552,1,3,2,1
"Cancellation",10000,9,2,-5992.35381257073,12067.6006884892,12040.1696173185,-0.421617260971268,0.2871,0.285889536843752,0.0349806699794084,1,3,2,1
"Cancellation",10000,9,3,-5987.01546518593,12102.9756955795,12060.3051404251,1.03892098730321,0.2871,0.290082742154548,0.0100188074657573,1,3,2,1
"Cancellation",10000,9,4,-5994.5159263822,12164.028319832,12106.1182806938,2.21507897872828,0.2871,0.293459491747929,0.00767723551306857,1,3,2,1
"Cancellation",10000,9,5,-6002.11301376382,12225.2741964551,12152.1246733332,4.28494426317041,0.2871,0.299402074979562,0.0018814676893477,1,3,2,1
"Cancellation",10000,10,1,-6016.26997026102,12069.3813020099,12057.189714823,-5.6914728657356,0.2904,0.273871962797904,0.14012411444852,1,5,5,5
"Cancellation",10000,10,2,-6015.5561307088,12114.0053247654,12086.5742535947,0.52149247997339,0.2904,0.291914414161843,0.00108214170673356,1,5,5,5
"Cancellation",10000,10,3,-6023.21403859654,12175.3728424007,12132.7022872463,-1.50597155291011,0.2904,0.286026658610349,0.0215376413514462,1,5,5,5
"Cancellation",10000,10,4,-6017.88468099259,12210.7658290527,12152.8557899146,-4.4389621027561,0.2904,0.277509254053596,0.0185396453269917,1,5,5,5
"Cancellation",10000,10,5,-6016.2313625931,12253.5108941136,12180.3613709918,-1.69423864345458,0.2904,0.285479930979408,0.0199728825593883,1,5,5,5
"Cancellation",10000,11,1,-5984.56580914527,12005.9729797784,11993.7813925915,-5.40587316756902,0.2875,0.271958114643239,0.149085261987735,1,5,5,5
"Cancellation",10000,11,2,-5992.69115009304,12068.2753635339,12040.8442923632,3.34030495312701,0.2875,0.29710337674024,-0.0280589927704029,1,5,5,5
"Cancellation",10000,11,3,-5984.2383730332,12097.4215112741,12054.7509561197,-1.93918961968909,0.2875,0.281924829843394,0.0490065897491677,1,5,5,5
"Cancellation",10000,11,4,-5992.87025434808,12160.7369757637,12102.8269366256,2.68381667796105,0.2875,0.295215972949138,0.00214200328442275,1,5,5,5
"Cancellation",10000,11,5,-5989.18258029461,12199.4133295166,12126.2638063948,-2.26982487360861,0.2875,0.280974253488375,0.0120296329731047,1,5,5,5
"Cancellation",10000,12,1,-5995.90464680031,12028.6506550885,12016.4590679016,-2.13648840468213,0.2892,0.283021275533659,0.0763175207823677,1,3,4,1
"Cancellation",10000,12,2,-6002.72463244918,12088.3423282461,12060.9112570754,0.147547295766279,0.2892,0.289626706779356,0.0139453537575685,1,3,4,1
"Cancellation",10000,12,3,-6003.050820295,12135.0464057977,12092.3758506432,1.05894861680697,0.2892,0.292262479399806,0.00882148475436316,1,3,4,1
"Cancellation",10000,12,4,-6006.06189158687,12187.1202502413,12129.2102111032,1.939231925804,0.2892,0.294808258729425,0.0127663672146425,1,3,4,1
"Cancellation",10000,12,5,-6000.24917880284,12221.5465265331,12148.3970034113,0.28399610371564,0.2892,0.290021316731946,0.0109736845271267,1,3,4,1
"Cancellation",10000,13,1,-5968.90587232871,11974.6531061453,11962.4615189583,3.83484884698301,0.2848,0.295721649516208,-0.0656117655691857,1,5,4,1
"Cancellation",10000,13,2,-5961.06505834327,12005.0231800343,11977.5921088636,-6.21746822491514,0.2848,0.267092650495442,0.101996269753253,1,5,4,1
"Cancellation",10000,13,3,-5960.21367603062,12049.3721172689,12006.7015621145,0.606949544642687,0.2848,0.286528592303142,-0.0103011859630648,1,5,4,1
"Cancellation",10000,13,4,-5967.99831180265,12110.9930906728,12053.0830515347,2.67689641106948,0.2848,0.292423800978726,-0.0109970516297195,1,5,4,1
"Cancellation",10000,13,5,-5958.92433917236,12138.8968472721,12065.7473241503,0.99316652485452,0.2848,0.287628538262786,-0.00371059628686703,1,5,4,1
"Cancellation",10000,14,1,-6039.38289330451,12115.6071480969,12103.41556091,3.4183916662572,0.292,0.301981703665471,-0.0604621352726462,1,5,4,1
"Cancellation",10000,14,2,-6040.26147543307,12163.4160142139,12135.9849430432,-7.08698856563455,0.292,0.271305993388347,0.0894107736370157,1,5,4,1
"Cancellation",10000,14,3,-6042.38032933865,12213.705423885,12171.0348687305,5.72903135824606,0.292,0.308728771566078,-0.070942159004695,1,5,4,1
"Cancellation",10000,14,4,-6030.18934306946,12235.3751532065,12177.4651140683,-1.35713697644876,0.292,0.28803716002877,0.00590249155476105,1,5,4,1
"Cancellation",10000,14,5,-6037.30303859362,12295.6542461147,12222.5047229928,1.91643933312889,0.292,0.297596002852736,-0.00630689552963435,1,5,4,1
"Cancellation",10000,15,1,-5905.42637231498,11847.6941061179,11835.5025189309,5.78698645652178,0.2773,0.293347313443935,-0.114294127334858,1,4,5,1
"Cancellation",10000,15,2,-5898.33769274494,11879.5684488377,11852.137377667,-4.22719596294995,0.2773,0.26557798559474,0.0311388455123906,1,4,5,1
"Cancellation",10000,15,3,-5893.23644254777,11915.4176503032,11872.7470951488,2.13260465009918,0.2773,0.283213712694725,-0.0158076568025276,1,4,5,1
"Cancellation",10000,15,4,-5896.86063270478,11968.7177324771,11910.807693339,1.14319897202928,0.2773,0.280470090749437,-0.00998868581309074,1,4,5,1
"Cancellation",10000,15,5,-5893.9968935309,12009.0419559892,11935.8924328674,-1.21458557740132,0.2773,0.273931954193866,0.00127007572928442,1,4,5,1
"Cancellation",10000,16,1,-6014.67790036109,12066.1971622101,12054.0055750231,-1.08487750745115,0.2906,0.287447345963347,0.0220216971557166,1,5,4,1
"Cancellation",10000,16,2,-6022.39588967257,12127.6848426929,12100.2537715222,-5.80957854871291,0.2906,0.27371736473744,0.0238791332976912,1,5,4,1
"Cancellation",10000,16,3,-6023.62854108739,12176.2018473824,12133.531292228,-0.810987152744989,0.2906,0.288243271334123,-6.45698292105212e-05,1,5,4,1
"Cancellation",10000,16,4,-6023.61624310422,12222.228953276,12164.3189141379,1.79374961436195,0.2906,0.295812636379336,-0.0206330576470016,1,5,4,1
"Cancellation",10000,16,5,-6017.9458557998,12256.939880527,12183.7903574052,0.399588619516967,0.2906,0.291761204528316,-0.015835860371779,1,5,4,1
"Cancellation",10000,17,1,-5930.71240076304,11898.266163014,11886.074575827,-2.13288780799043,0.2816,0.275593787932699,0.0390845134297887,1,3,2,1
"Cancellation",10000,17,2,-5935.32990357873,11953.5528705052,11926.1217993346,2.68987219945763,0.2816,0.289174680113673,-0.0067073338996181,1,3,2,1
"Cancellation",10000,17,3,-5944.29532196596,12017.5354091396,11974.8648539852,0.797305923085516,0.2816,0.283845213479409,0.000445496769616675,1,3,2,1
"Cancellation",10000,17,4,-5936.2630475342,12047.5225621359,11989.6125229978,-1.56124560333461,0.2816,0.27720353238101,0.0189840589855198,1,3,2,1
"Cancellation",10000,17,5,-5932.55237056434,12086.1529100561,12013.0033869343,-0.796514098619258,0.2816,0.279357016298288,0.00159675459155618,1,3,2,1
"Cancellation",10000,18,1,-5992.03380923568,12020.9089799593,12008.7173927723,4.4690916520512,0.287,0.299826293041387,-0.0811496203872029,1,5,3,1
"Cancellation",10000,18,2,-5989.04518588761,12060.983435123,12033.5523639523,-0.746450884225057,0.287,0.284857685962274,0.00494955360087825,1,5,3,1
"Cancellation",10000,18,3,-5989.87721575159,12108.6991967109,12066.0286415564,-3.43514105841544,0.287,0.277141145162348,0.0126662775459706,1,5,3,1
"Cancellation",10000,18,4,-5984.07421743166,12143.1449019309,12085.2348627927,-0.42828068849596,0.287,0.285770834424017,-0.00629527769217828,1,5,3,1
"Cancellation",10000,18,5,-5993.21571495695,12207.4795988413,12134.3300757195,1.04358767006353,0.287,0.289995096613082,-0.0128007947322019,1,5,3,1
"Cancellation",10000,19,1,-5970.87295039784,11978.5872622836,11966.3956750966,0.964064669108406,0.2852,0.287949512436297,-0.0107417889520196,1,4,5,1
"Cancellation",10000,19,2,-5972.47355504026,12027.8401734283,12000.4091022576,-3.29135483852538,0.2852,0.275813056000526,0.0619907591069152,1,4,5,1
"Cancellation",10000,19,3,-5973.63502401785,12076.2148132434,12033.544258089,0.710479071146119,0.2852,0.287226286310909,-0.00577103944231699,1,4,5,1
"Cancellation",10000,19,4,-5975.2356368015,12125.4677406705,12067.5577015324,0.54905129263343,0.2852,0.286765894286591,0.00479829635524327,1,4,5,1
"Cancellation",10000,19,5,-5971.78095398018,12164.6100768878,12091.460553766,0.36111287789903,0.2852,0.286229893927768,-0.00148196081527642,1,4,5,1
"Cancellation",10000,20,1,-6005.54388382876,12047.9291291454,12035.7375419584,3.94170392104087,0.2888,0.300183640923966,-0.0557104590214876,1,5,5,5
"Cancellation",10000,20,2,-5999.11033796957,12081.1137392869,12053.6826681162,-4.37625001983447,0.2888,0.276161389942718,0.0750041515563506,1,5,5,5
"Cancellation",10000,20,3,-6014.27918214227,12157.5031294922,12114.8325743378,-7.82304973178177,0.2888,0.266207032374614,0.076535834864721,1,5,5,5
"Cancellation",10000,20,4,-5999.11150986579,12173.2194867991,12115.309447661,0.0285062765999607,0.2888,0.288882326126821,0.0122359836331898,1,5,5,5
"Cancellation",10000,20,5,-6001.47377825137,12223.9957254302,12150.8462023083,-4.07747419068777,0.2888,0.277024254537294,0.0494230587369617,1,5,5,5
"Cancellation",10000,21,1,-6050.61013015348,12138.0616217949,12125.8700346079,2.95675654381764,0.2931,0.30176625342993,-0.0457073815718652,1,3,4,1
"Cancellation",10000,21,2,-6040.96348701273,12164.8200373732,12137.3889662026,0.418023419249501,0.2931,0.29432522664182,-0.00574109331283958,1,3,4,1
"Cancellation",10000,21,3,-6042.79827761132,12214.5413204303,12171.8707652759,0.18556214648388,0.2931,0.293643882651344,-0.00134143632949087,1,3,4,1
"Cancellation",10000,21,4,-6045.70043255402,12266.3973321756,12208.4872930375,1.25293569877071,0.2931,0.296772354533097,-0.00685478018113603,1,3,4,1
"Cancellation",10000,21,5,-6046.32687643793,12313.7019218033,12240.5523986815,-1.85230213016867,0.2931,0.287670902456476,0.0131043998311162,1,3,4,1
"Cancellation",10000,22,1,-6005.26815650528,12047.3776744985,12035.1860873115,1.22382203611778,0.2878,0.291322159819947,-0.0131978657891565,1,5,5,5
"Cancellation",10000,22,2,-6003.53667717304,12089.9664176939,12062.5353465232,-5.3788460803877,0.2878,0.272319680980644,0.0344281235107063,1,5,5,5
"Cancellation",10000,22,3,-6003.85419660981,12136.6531584273,12093.9826032729,-0.381417894949415,0.2878,0.286702279298336,-0.0125280964476862,1,5,5,5
"Cancellation",10000,22,4,-6006.23712128475,12187.4707096371,12129.5606704989,-6.81234225370066,0.2878,0.26819407899385,0.0472542005323698,1,5,5,5
"Cancellation",10000,22,5,-6000.93721109779,12222.922591123,12149.7730680012,1.07974983185723,0.2878,0.290907520016085,-0.0268640033082061,1,5,5,5
"Cancellation",10000,23,1,-5964.45826136159,11965.7578842111,11953.5662970241,-2.4902463436943,0.2847,0.277610268659502,0.0901845814558796,1,5,5,5
"Cancellation",10000,23,2,-5969.7395237222,12022.3721107922,11994.9410396215,-0.970586386650192,0.2847,0.281936740557207,0.0222359724230406,1,5,5,5
"Cancellation",10000,23,3,-5979.33160674459,12087.6079786968,12044.9374235424,3.90350476507217,0.2847,0.29581327806616,-0.0415029543398794,1,5,5,5
"Cancellation",10000,23,4,-5968.57291910484,12112.1423052772,12054.2322661391,-0.234166362129398,0.2847,0.284033328367018,0.0154163347729688,1,5,5,5
"Cancellation",10000,23,5,-5974.70599978443,12170.4601684963,12097.3106453744,-4.11051927671531,0.2847,0.272997351619192,0.0267785065765124,1,5,5,5
"Cancellation",10000,24,1,-5993.12086916791,12023.0830998237,12010.8915126368,-3.17575194361921,0.2886,0.279434779890715,0.0818270704854272,1,4,5,1
"Cancellation",10000,24,2,-5990.75882619999,12064.4107157478,12036.9796445771,1.6785627817903,0.2886,0.293444332188247,-0.00945998280901676,1,4,5,1
"Cancellation",10000,24,3,-6002.07116915206,12133.0871035118,12090.4165483574,-2.46817908331856,0.2886,0.281476835165543,0.0432731350543184,1,4,5,1
"Cancellation",10000,24,4,-5999.28266711911,12173.5618013058,12115.6517621676,-1.16902388004985,0.2886,0.285226197082176,0.0208542062575784,1,4,5,1
"Cancellation",10000,24,5,-6004.3925719292,12229.8333127858,12156.683789664,-3.79557845367812,0.2886,0.277645960582685,0.00715472336657151,1,4,5,1
"Cancellation",10000,25,1,-5950.86845602538,11938.5782735387,11926.3866863517,-0.482433442592084,0.2837,0.282331336323366,0.0333008838732595,1,4,2,1
"Cancellation",10000,25,2,-5960.04156151467,12002.9761863771,11975.5451152064,-6.63130547164316,0.2837,0.264886986376948,0.0567666454700778,1,4,2,1
"Cancellation",10000,25,3,-5957.6424893957,12044.2297439991,12001.5591888446,1.30815009805642,0.2837,0.287411221828186,-0.0208569890470914,1,4,2,1
"Cancellation",10000,25,4,-5958.04222080801,12091.0809086836,12033.1708695454,0.723132108370253,0.2837,0.285751525791446,-0.0119246758870078,1,4,2,1
"Cancellation",10000,25,5,-5973.62498950517,12168.2981479378,12095.1486248159,-0.195947520885665,0.2837,0.283144096883247,0.00795030222138302,1,4,2,1
"Cancellation",10000,26,1,-6009.31077757415,12055.4629166362,12043.2713294492,2.011653905064,0.2889,0.29471166813173,-0.0233747109864948,1,3,5,1
"Cancellation",10000,26,2,-6024.79059648122,12132.4742563102,12105.0431851395,1.16941345208854,0.2889,0.292278435463084,-0.00769657391792503,1,3,5,1
"Cancellation",10000,26,3,-6013.13483783117,12155.21444087,12112.5438857156,1.03690303923188,0.2889,0.291895612880341,0.00838277832763121,1,3,5,1
"Cancellation",10000,26,4,-6009.40739592165,12193.8112589109,12135.9012197727,0.0915856168566632,0.2889,0.289164590847099,0.017585518048614,1,3,5,1
"Cancellation",10000,26,5,-6003.3918747387,12227.8319184048,12154.682395283,-0.610603578622834,0.2889,0.287135966261359,0.00926140534773988,1,3,5,1
"Cancellation",10000,27,1,-6049.2137263355,12135.2688141589,12123.0772269719,1.41879764761212,0.2932,0.297359914702799,0.0131650684860328,1,3,5,1
"Cancellation",10000,27,2,-6039.22096266217,12161.3349886721,12133.9039175014,0.0954613535116672,0.2932,0.293479892688496,-0.00725959021345205,1,3,5,1
"Cancellation",10000,27,3,-6043.9632624203,12216.8712900483,12174.2007348939,-0.178663282073581,0.2932,0.29267615925696,0.018130837786115,1,3,5,1
"Cancellation",10000,27,4,-6040.69351595188,12256.3834989713,12198.4734598332,-1.37327395513802,0.2932,0.289173560763535,0.0162211546695124,1,3,5,1
"Cancellation",10000,27,5,-6041.79572014338,12304.6396092142,12231.4900860924,-3.8242920926578,0.2932,0.281987175584327,0.0597471697617485,1,3,5,1
"Cancellation",10000,28,1,-5990.42737028894,12017.6961020658,12005.5045148788,0.155030328290229,0.2879,0.288346332315148,0.00626272068455219,1,5,2,1
"Cancellation",10000,28,2,-5993.8389678468,12070.5709990414,12043.1399278707,0.711596434497796,0.2879,0.289948686134919,-0.0129512583762807,1,5,2,1
"Cancellation",10000,28,3,-6004.37752528237,12137.6998157724,12095.029260618,-6.75093943490215,0.2879,0.268464045366917,0.0394077379475013,1,5,2,1
"Cancellation",10000,28,4,-5995.71903193555,12166.4345309386,12108.5244918005,-1.97764970217634,0.2879,0.282206346507434,0.0232575471627493,1,5,2,1
"Cancellation",10000,28,5,-5999.93019164371,12220.9085522149,12147.759029093,0.675960645805945,0.2879,0.289846090699275,0.00684719826124437,1,5,2,1
"Cancellation",10000,29,1,-5975.78644753108,11988.4142565501,11976.2226693631,-1.77485132056685,0.2867,0.281611501263935,0.058545624359925,1,5,5,5
"Cancellation",10000,29,2,-5987.51392296903,12057.9209092858,12030.4898381152,-4.75352521448625,0.2867,0.273071643210068,0.0586606049383956,1,5,5,5
"Cancellation",10000,29,3,-5997.1094796916,12123.1637245909,12080.4931694365,2.88593358257392,0.2867,0.294973971581239,-0.023150204665851,1,5,5,5
"Cancellation",10000,29,4,-5986.82870281482,12148.6538726972,12090.7438335591,-0.0110277048829846,0.2867,0.2866683835701,0.00338637329659568,1,5,5,5
"Cancellation",10000,29,5,-5988.51505119067,12198.0782713088,12124.9287481869,-4.67737429982957,0.2867,0.273289967882389,0.0247935027778439,1,5,5,5
"Cancellation",10000,30,1,-5986.94448342938,12010.7303283467,11998.5387411597,-0.407894366533372,0.2868,0.285630158956782,0.0217102070674946,1,3,3,3
"Cancellation",10000,30,2,-5993.4443063589,12069.7816760656,12042.3506048949,-3.15147054128643,0.2868,0.277761582487591,0.0806686735387733,1,3,3,3
"Cancellation",10000,30,3,-5985.32420960271,12099.5931844131,12056.9226292587,-4.41254664299491,0.2868,0.274144816227891,0.0646752448426534,1,3,3,3
"Cancellation",10000,30,4,-5997.20474990358,12169.4059668747,12111.4959277366,-0.951939290931087,0.2868,0.28406983811361,-0.00262118470336459,1,3,3,3
"Cancellation",10000,30,5,-5986.94254956528,12194.933268058,12121.7837449361,0.188844388727358,0.2868,0.28734160570687,0.00911216316368733,1,3,3,3
"Cancellation",10000,31,1,-5960.73888063603,11958.31912276,11946.127535573,-1.79695916194064,0.2848,0.279682260306793,0.0578799946834385,1,5,3,1
"Cancellation",10000,31,2,-5965.29533259814,12013.4837285441,11986.0526573734,0.515425064034017,0.2848,0.286267930582369,0.00272523483959658,1,5,3,1
"Cancellation",10000,31,3,-5981.30717193639,12091.5591090804,12048.888553926,-3.36570320328142,0.2848,0.275214477277055,0.0700404927501027,1,5,3,1
"Cancellation",10000,31,4,-5970.70116916105,12116.3988053896,12058.4887662515,-1.16112726062977,0.2848,0.281493109561726,0.0263155148828408,1,5,3,1
"Cancellation",10000,31,5,-5962.7276036621,12146.5033762516,12073.3538531298,-0.665677757814152,0.2848,0.282904149745745,0.0271030163510274,1,5,3,1
"Cancellation",10000,32,1,-5988.26738955348,12013.3761405949,12001.1845534079,0.0522744146132383,0.2874,0.287550236667598,0.00572351256721676,1,4,4,4
"Cancellation",10000,32,2,-5988.86273962133,12060.6185425905,12033.1874714198,-1.96840860291381,0.2874,0.281742793675226,0.00972335872950538,1,4,4,4
"Cancellation",10000,32,3,-5984.10914595132,12097.1630571103,12054.4925019559,0.101738739143499,0.2874,0.287692397136298,-0.00990618074788913,1,4,4,4
"Cancellation",10000,32,4,-5997.63753029103,12170.2715276496,12112.3614885115,1.05283090022527,0.2874,0.290425836007247,-0.016466425883477,1,4,4,4
"Cancellation",10000,32,5,-5994.64980198312,12210.3477728937,12137.1982497718,1.38169081274292,0.2874,0.291370979395823,-0.0154840641417449,1,4,4,4
"Cancellation",10000,33,1,-5967.46895372876,11971.7792689454,11959.5876817585,4.76198694923856,0.2837,0.29720975697499,-0.0517333708193922,1,3,5,1
"Cancellation",10000,33,2,-5956.52247796757,11995.9380192829,11968.5069481122,-2.1264386465414,0.2837,0.277667293559762,0.0759083577309528,1,3,5,1
"Cancellation",10000,33,3,-5953.28210641648,12035.5089780406,11992.8384228862,-2.34001247130658,0.2837,0.277061384618903,0.0320419536197263,1,3,5,1
"Cancellation",10000,33,4,-5965.28918398198,12105.5748350315,12047.6647958934,-1.15112156918387,0.2837,0.280434268108225,0.0332397045854365,1,3,5,1
"Cancellation",10000,33,5,-5965.56816287291,12152.1844946732,12079.0349715514,-1.90697199554875,0.2837,0.278289920448628,0.0398943864476541,1,3,5,1
"Cancellation",10000,34,1,-5990.76525481647,12018.3718711208,12006.1802839339,0.688925034726972,0.2882,0.290185481950083,-0.00135770439772542,1,3,5,1
"Cancellation",10000,34,2,-5990.4618303662,12063.8167240802,12036.3856529095,-0.468932817014509,0.2882,0.286848535621364,0.01164261676703,1,3,5,1
"Cancellation",10000,34,3,-5994.83143697614,12118.6076391599,12075.9370840055,-0.166221962746677,0.2882,0.287720948303364,0.00819123691522898,1,3,5,1
"Cancellation",10000,34,4,-5996.50119289464,12167.9988528568,12110.0888137187,-0.373073855065386,0.2882,0.287124801149702,0.00104034194322194,1,3,5,1
"Cancellation",10000,34,5,-5992.23442125494,12205.5170114373,12132.3674883155,0.39841557871112,0.2882,0.289348233697845,-0.00545098368540086,1,3,5,1
"Cancellation",10000,35,1,-6058.06795475108,12152.9772709901,12140.7856838031,7.69835560173211,0.2926,0.315125388490668,-0.142756264114649,2,4,4,4
"Cancellation",10000,35,2,-6037.74373357657,12158.3805305009,12130.9494593302,-3.20486802313699,0.2926,0.283222556164301,0.0703740667947949,2,4,4,4
"Cancellation",10000,35,3,-6041.26011252945,12211.4649902666,12168.7944351122,-0.39819970274177,0.2926,0.291434867669778,0.0334694419657542,2,4,4,4
"Cancellation",10000,35,4,-6035.54093297797,12246.0783330235,12188.1682938854,-0.552445494381306,0.2926,0.29098354448344,0.0232337291406751,2,4,4,4
"Cancellation",10000,35,5,-6042.76965983809,12306.5874886036,12233.4379654818,-5.2082830894141,0.2926,0.277360563680374,0.0312677129219212,2,4,4,4
"Cancellation",10000,36,1,-5927.19444778678,11891.2302570615,11879.0386698745,0.770997295091148,0.2812,0.283368044393796,0.0104537391277467,1,3,5,1
"Cancellation",10000,36,2,-5932.9980142322,11948.8890918122,11921.4580206415,1.52327755373343,0.2812,0.285483456481098,-0.00698286479032284,1,3,5,1
"Cancellation",10000,36,3,-5939.69430657141,12008.3333783505,11965.6628231961,1.30418369318108,0.2812,0.284867364545225,-0.000553052663294761,1,3,5,1
"Cancellation",10000,36,4,-5932.85291039294,12040.7022878534,11982.7922487153,-1.98545937389575,0.2812,0.275616888240605,0.0396186237073389,1,3,5,1
"Cancellation",10000,36,5,-5932.05496901996,12085.1581069674,12012.0085838455,-3.31699692655098,0.2812,0.271872604642539,0.0198805010301152,1,3,5,1
"Cancellation",10000,37,1,-5980.66051655844,11998.1623946048,11985.9708074178,0.740004543473134,0.2852,0.287310492957985,0.0214898296944974,1,5,3,1
"Cancellation",10000,37,2,-5974.82157815811,12032.536219664,12005.1051484933,-2.34286178411931,0.2852,0.278518158191692,0.0576190282140034,1,5,3,1
"Cancellation",10000,37,3,-5967.62776496714,12064.2002951419,12021.5297399875,1.01042349216219,0.2852,0.288081727799647,0.0125189057472631,1,5,3,1
"Cancellation",10000,37,4,-5987.19652473425,12149.389516536,12091.4794773979,-4.67759776520858,0.2852,0.271859491173625,0.0429936076148127,1,5,3,1
"Cancellation",10000,37,5,-5968.53575837564,12158.1196856787,12084.9701625569,1.20618389627291,0.2852,0.28864003647217,0.00336047248279438,1,5,3,1
"Cancellation",10000,38,1,-5974.68304074916,11986.2074429862,11974.0158557993,-2.42712519423875,0.2871,0.280131723567341,0.0736416164696394,1,3,4,1
"Cancellation",10000,38,2,-5982.11402984869,12047.1211230452,12019.6900518745,0.898092056701979,0.2871,0.289678422294791,0.00397261155546823,1,3,4,1
"Cancellation",10000,38,3,-5983.25016719671,12095.4450996011,12052.7745444467,0.398453780593181,0.2871,0.288243960804083,-0.00517567890255883,1,3,4,1
"Cancellation",10000,38,4,-5988.82068764819,12152.6378423639,12094.7278032258,-2.07979175795297,0.2871,0.281128917862917,0.0311685048135918,1,3,4,1
"Cancellation",10000,38,5,-5976.98736654633,12175.0229020201,12101.8733788983,-3.2013076843253,0.2871,0.277909045638302,0.0296934524036573,1,3,4,1
"Cancellation",10000,39,1,-5929.75781389175,11896.3569892714,11884.1654020844,-1.82100271842974,0.2812,0.276079340355776,0.0472007810383696,1,4,4,4
"Cancellation",10000,39,2,-5936.99901553395,11956.8910944157,11929.460023245,2.81082054500208,0.2812,0.289104027372546,-0.0311209461097588,1,4,4,4
"Cancellation",10000,39,3,-5936.82823744016,12002.601240088,11959.9306849336,0.500607559030356,0.2812,0.282607708455993,0.0211879080995909,1,4,4,4
"Cancellation",10000,39,4,-5936.16962915835,12047.3357253843,11989.4256862461,0.630197435609214,0.2812,0.282972115188933,0.00244799594772784,1,4,4,4
"Cancellation",10000,39,5,-5946.83398776275,12114.7161444529,12041.5666213311,1.35580909505777,0.2812,0.285012535175302,-0.0134473723832114,1,4,4,4
"Cancellation",10000,40,1,-6009.02594333112,12054.8932481501,12042.7016609632,-3.83444118772293,0.2899,0.278783954996791,0.107244353694154,1,4,3,1
"Cancellation",10000,40,2,-6009.02037048548,12100.9338043188,12073.5027331481,-3.36174216445372,0.2899,0.280154309465249,0.0416014756153376,1,4,3,1
"Cancellation",10000,40,3,-6008.72375311781,12146.3922714433,12103.7217162889,0.518214112087362,0.2899,0.291402302710941,0.00786257819886558,1,4,3,1
"Cancellation",10000,40,4,-6025.18459666817,12225.3656604039,12167.4556212658,-0.619241786762898,0.2899,0.288104818060174,0.00546109016015933,1,4,3,1
"Cancellation",10000,40,5,-6018.12589007825,12257.2999490839,12184.1504259621,0.372659822546671,0.2899,0.290980340825563,0.00020556879469296,1,4,3,1
"Cancellation",10000,41,1,-5986.35991519964,12009.5611918872,11997.3696047002,-2.11191758392785,0.2878,0.281721901193456,0.0578437417632085,1,3,5,1
"Cancellation",10000,41,2,-5996.98133421642,12076.8557317806,12049.4246606099,-1.10443698654682,0.2878,0.284621430352718,0.0148803359108584,1,3,5,1
"Cancellation",10000,41,3,-6006.67599983361,12142.2967648749,12099.6262097205,-2.22122943554013,0.2878,0.281407301684515,0.0360838637869462,1,3,5,1
"Cancellation",10000,41,4,-5998.39147028386,12171.7794076353,12113.8693684971,-1.21644270468826,0.2878,0.284299077895907,-0.00212003572606173,1,3,5,1
"Cancellation",10000,41,5,-5996.79396973757,12214.6361084026,12141.4865852807,0.0982744925381438,0.2878,0.288082833989525,0.0138096149111993,1,3,5,1
"Cancellation",10000,42,1,-5976.77114561931,11990.3836527265,11978.1920655396,0.611614398780359,0.2875,0.289258391396494,0.0415812801779106,1,3,5,1
"Cancellation",10000,42,2,-5995.15007076889,12073.1932048856,12045.7621337149,0.103817991401544,0.2875,0.287798476725279,-0.00121539091572415,1,3,5,1
"Cancellation",10000,42,3,-5992.43287178827,12113.8105087842,12071.1399536298,-0.611511303113592,0.2875,0.285741905003548,0.00542780332713867,1,3,5,1
"Cancellation",10000,42,4,-5996.82419714685,12168.6448613612,12110.7348222231,-1.11880979946832,0.2875,0.284283421826529,0.0199096493329157,1,3,5,1
"Cancellation",10000,42,5,-5983.59914471736,12188.2464583621,12115.0969352403,-4.26880929318922,0.2875,0.275227173282081,0.0480597020505922,1,3,5,1
"Cancellation",10000,43,1,-6012.59170192721,12062.0247653423,12049.8331781554,0.927648276125522,0.2902,0.292892035297316,0.0157642907901559,1,3,4,1
"Cancellation",10000,43,2,-6019.39037763909,12121.673818626,12094.2427474553,-1.11916171465847,0.2902,0.286952192704061,0.0808551926008293,1,3,4,1
"Cancellation",10000,43,3,-6018.00960255207,12164.9639703118,12122.2934151574,-0.000871064611818001,0.2902,0.290197472170497,0.010735820856739,1,3,4,1
"Cancellation",10000,43,4,-6018.28397062524,12211.564408318,12153.6543691799,-0.823141053378273,0.2902,0.287811244663096,0.0190364930952898,1,3,4,1
"Cancellation",10000,43,5,-6029.52051712504,12280.0892031775,12206.9396800557,2.18413477895784,0.2902,0.296538359128536,-0.0293374382103249,1,3,4,1
"Cancellation",10000,44,1,-5952.42803036443,11941.6974222168,11929.5058350298,-1.19002894435041,0.2841,0.280719127769101,0.0529294672393317,1,3,5,1
"Cancellation",10000,44,2,-5962.37653335214,12007.6461300521,11980.2150588814,1.47360843713763,0.2841,0.288286521569908,0.00861216774227272,1,3,5,1
"Cancellation",10000,44,3,-5957.39377024626,12043.7323057002,12001.0617505458,-0.406261060836057,0.2841,0.282945812326165,0.0285381908743687,1,3,5,1
"Cancellation",10000,44,4,-5958.58529711527,12092.1670612981,12034.25702216,-0.165767090976559,0.2841,0.283629055694536,0.027777850533475,1,3,5,1
