"N","rep","K_est","loglik","bic","n_params","cf_effect_pp","cf_effect_pct","purchase_base","purchase_cf","gamma_weighted","converged","k_selected_bic","k_selected_stable","k_selected_osce","k_selected_consensus"
10000,91,5,-6856.62066192123,13934.2894927699,24,-7.12208070297038e-12,-1.62271148393019e-11,0.438899999999977,0.438900000000048,130138.414729683,TRUE,2,3,5,2
10000,92,1,-40566650746.3813,81133301529.6039,4,0,NA,0,0,-32858397.4520499,FALSE,2,3,5,2
10000,92,2,-6868.3948703135,13819.6828039748,9,0,0,0.4439,0.4439,5846925.77957965,TRUE,2,3,5,2
10000,92,3,-6868.39496491181,13865.7346950313,14,1.22881922970386e-06,2.76823446654553e-06,0.443899994227691,0.443899981939499,-1841345.90209267,TRUE,2,3,5,2
10000,92,4,-6868.3948703135,13911.7862076945,19,0,0,0.4439,0.4439,-3008529.72217831,TRUE,2,3,5,2
10000,92,5,-6868.3948703135,13957.8379095544,24,0,0,0.4439,0.4439,5428107.70955802,TRUE,2,3,5,2
10000,93,1,-371105270823.969,742210541684.778,4,1.39,1.44640998959418,0.9749,0.961,5158372.99131377,FALSE,2,3,5,2
10000,93,2,-6871.06989427383,13825.0328518955,9,0,0,0.4451,0.4451,12585879.4694656,TRUE,2,3,5,2
10000,93,3,-6871.06989427383,13871.0845537553,14,0,0,0.4451,0.4451,11840510.7842483,TRUE,2,3,5,2
10000,93,4,-6871.06989427383,13917.1362556152,19,0,0,0.4451,0.4451,-3182942.83044638,TRUE,2,3,5,2
10000,93,5,-6871.06989427383,13963.1879574751,24,0,0,0.4451,0.4451,-4796307.91086885,TRUE,2,3,5,2
10000,94,1,-473758971123.132,947517942283.106,4,2.09999999999999,3.40632603406325,0.6375,0.6165,3746391.28151224,FALSE,4,3,5,3
10000,94,2,-6873.03789923193,13828.9688618116,9,0,0,0.446,0.446,-6680881.61826999,TRUE,4,3,5,3
10000,94,3,-6873.03789923193,13875.0205636715,14,0,0,0.446,0.446,3215949.37316261,TRUE,4,3,5,3
10000,94,4,-6825.13610530651,13825.2686776806,19,0.782858141848142,1.78664812136556,0.446000000001897,0.438171418583416,5877686.14719361,TRUE,4,3,5,3
10000,94,5,-6873.03789923193,13967.1239673913,24,0,0,0.446,0.446,-8217540.27222161,TRUE,4,3,5,3
10000,95,1,-63831092397.1822,127662184831.206,4,4.04,11.0654615173925,0.4055,0.3651,4057366.19145153,FALSE,3,4,5,3
10000,95,2,-6931.44760557993,13945.7882745076,9,-5.9,-11.7740969866294,0.4421,0.5011,1148729.67780999,TRUE,3,4,5,3
10000,95,3,-6864.2729473058,13857.4906598193,14,0,0,0.4421,0.4421,1649898.96910452,TRUE,3,4,5,3
10000,95,4,-6864.2729473058,13903.5423616792,19,0,0,0.4421,0.4421,-2972006.84923934,TRUE,3,4,5,3
10000,95,5,-6864.2729473058,13949.594063539,24,0,0,0.4421,0.4421,-8621690.94749312,TRUE,3,4,5,3
10000,96,1,-463160889897.394,926321779831.63,4,3.43,4.60711887172599,0.7788,0.7445,6465370.05396816,FALSE,2,3,5,2
10000,96,2,-6878.95099315032,13840.7950496484,9,0,0,0.4488,0.4488,-1480619.20592932,TRUE,2,3,5,2
10000,96,3,-6878.95099315032,13886.8467515083,14,0,0,0.4488,0.4488,-10843419.1857906,TRUE,2,3,5,2
10000,96,4,-6878.95099315032,13932.8984533682,19,0,0,0.4488,0.4488,246431.815650242,TRUE,2,3,5,2
10000,96,5,-6878.95099315032,13978.9501552281,24,0,0,0.4488,0.4488,-7063215.84748015,TRUE,2,3,5,2
10000,97,1,-267901958494.04,535803917024.921,4,9.75,46.1429247515381,0.3088,0.2113,7676629.79948419,FALSE,2,5,5,5
10000,97,2,-6862.39882262705,13807.6907086019,9,0,0,0.4413,0.4413,451738.413703213,TRUE,2,5,5,5
10000,97,3,-6841.13133443621,13811.2074340801,14,2.61176429961715,6.29064375101341,0.4413,0.415182357003828,-27944902.6944522,TRUE,2,5,5,5
10000,97,4,-6862.39882262705,13899.7941123217,19,0,0,0.4413,0.4413,1682484.51611071,TRUE,2,5,5,5
10000,97,5,-6858.03078818255,13937.1097452925,24,0.0328998802759661,0.0746078091000149,0.4413,0.44097100119724,409741.167327417,TRUE,2,5,5,5
10000,98,1,-488997606670.403,977995213377.648,4,0,NA,0,0,-23866277.330229,FALSE,2,3,5,2
10000,98,2,-6867.71700081466,13818.3270649771,9,0,0,0.4436,0.4436,-14240622.3381595,TRUE,2,3,5,2
10000,98,3,-6867.71700081466,13864.378766837,14,0,0,0.4436,0.4436,-10249240.888622,TRUE,2,3,5,2
10000,98,4,-6867.71700081466,13910.4304686969,19,0,0,0.4436,0.4436,-9123399.35553504,TRUE,2,3,5,2
10000,98,5,-6867.71700081466,13956.4821705567,24,0,0,0.4436,0.4436,10504308.6994499,TRUE,2,3,5,2
10000,99,1,-527088224573.786,1054176449184.41,4,0,NA,0,0,-22468250.116623,FALSE,2,3,5,2
10000,99,2,-6859.29800252373,13801.4890683952,9,0,0,0.44,0.44,3369940.4963803,TRUE,2,3,5,2
10000,99,3,-6859.29800252373,13847.5407702551,14,0,0,0.44,0.44,11004310.6581906,TRUE,2,3,5,2
10000,99,4,-6859.29800252373,13893.592472115,19,0,0,0.44,0.44,-3547847.80322044,TRUE,2,3,5,2
10000,99,5,-6838.89713015468,13898.8424292368,24,0.626474589369369,1.44437092313419,0.44,0.433735254106306,1262700.19355854,TRUE,2,3,5,2
10000,100,1,-473464731056.565,946929462149.972,4,0,NA,0,0,-44497668.3837151,FALSE,2,3,5,2
10000,100,2,-6865.20027855046,13813.2936204487,9,0,0,0.4425,0.4425,-17592475.7670982,TRUE,2,3,5,2
10000,100,3,-6865.20027855046,13859.3453223086,14,0,0,0.4425,0.4425,5959805.79145592,TRUE,2,3,5,2
10000,100,4,-6865.20027855046,13905.3970241685,19,0,0,0.4425,0.4425,-1490023.42091144,TRUE,2,3,5,2
10000,100,5,-6845.72993565613,13912.5080402397,24,-0.364565646226583,-0.817144896394206,0.4425,0.446145656462266,-143335.233745917,TRUE,2,3,5,2
