cbsa,year,peducgrp,praceeth3,age_cat,prob_se,prob_mobile,n
16580,2015,3,7,18-29,0,1,1
16580,2015,2,6,30-44,0,1,1
16580,2015,3,3,30-44,0,0,1
16580,2015,4,6,30-44,0,1,2
16580,2015,2,1,45-64,.46810728,.53189272,2
16580,2015,3,6,45-64,0,.51519382,2
16580,2015,4,1,45-64,0,0,1
16580,2015,4,6,45-64,.33069807,.66930193,3
16580,2017,2,3,18-29,0,1,1
16580,2017,3,6,18-29,0,1,1
16580,2017,4,6,18-29,0,.68236375,3
16580,2017,4,2,30-44,0,1,1
16580,2017,4,6,30-44,0,.48074096,4
16580,2017,1,6,45-64,0,0,1
16580,2017,2,6,45-64,0,0,1
16580,2017,3,1,45-64,0,0,1
16580,2017,3,6,45-64,0,1,1
16580,2019,1,1,30-44,0,,1
16580,2019,3,6,30-44,0,,1
16580,2019,3,6,45-64,0,,2
16580,2019,4,6,45-64,0,,2
16580,2021,4,6,18-29,.54271936,,2
16580,2021,2,2,30-44,1,,1
16580,2021,2,3,30-44,0,,1
16580,2021,3,6,30-44,0,,1
16580,2021,4,3,30-44,0,,1
16580,2021,4,6,30-44,0,,4
16580,2021,2,6,45-64,0,,1
16580,2021,4,3,45-64,.27388069,,3
16580,2021,4,6,45-64,0,,1
16580,2023,3,1,30-44,0,,1
16580,2023,3,6,30-44,0,,1
16580,2023,4,7,30-44,0,,1
16580,2023,1,1,45-64,0,,1
16580,2023,2,3,45-64,0,,2
16580,2023,3,6,45-64,0,,1
16580,2023,4,6,45-64,.31491452,,3
16620,2013,2,6,18-29,0,0,1
16620,2013,3,1,18-29,0,0,1
16620,2013,3,6,18-29,0,,1
16620,2013,4,6,18-29,0,0,1
16620,2013,2,6,30-44,0,0,1
16620,2013,3,3,30-44,0,0,1
16620,2013,3,6,30-44,0,.19297852,5
16620,2013,4,3,30-44,0,1,1
16620,2013,4,6,30-44,0,0,3
16620,2013,1,6,45-64,0,,1
16620,2013,2,6,45-64,0,0,5
16620,2013,3,6,45-64,0,.49936438,2
16620,2013,4,1,45-64,0,0,1
16620,2013,4,6,45-64,.085022829,.11325439,10
16620,2015,2,6,18-29,0,.56461495,2
16620,2015,2,7,18-29,0,0,1
16620,2015,3,6,18-29,0,.32199025,3
16620,2015,1,6,30-44,0,0,1
16620,2015,2,6,30-44,0,1,1
16620,2015,2,7,30-44,0,0,1
16620,2015,3,1,30-44,1,1,1
16620,2015,3,6,30-44,.4979926,0,2
16620,2015,4,6,30-44,0,.48989528,4
16620,2015,1,6,45-64,0,.67124158,2
16620,2015,2,1,45-64,0,0,1
16620,2015,2,6,45-64,.23716131,.50904661,4
16620,2015,3,1,45-64,0,1,1
16620,2015,3,6,45-64,0,.48039818,4
16620,2015,4,6,45-64,0,.3107352,6
16620,2017,2,6,18-29,0,.43083692,2
16620,2017,3,6,18-29,0,0,2
16620,2017,4,6,18-29,0,1,1
16620,2017,3,1,30-44,0,,1
16620,2017,3,6,30-44,0,0,4
16620,2017,4,6,30-44,0,.15858001,4
16620,2017,1,6,45-64,0,.511814,2
16620,2017,2,1,45-64,0,.32369035,2
16620,2017,2,6,45-64,0,.36880058,6
16620,2017,3,6,45-64,0,.5366624,6
16620,2017,4,6,45-64,0,.22811604,5
16620,2019,1,6,18-29,0,,1
16620,2019,2,6,18-29,0,,3
16620,2019,2,7,18-29,0,,1
16620,2019,3,1,18-29,0,,1
16620,2019,3,6,18-29,0,,3
16620,2019,4,6,18-29,0,,1
16620,2019,1,6,30-44,0,,1
16620,2019,2,1,30-44,0,,1
16620,2019,2,6,30-44,0,,5
16620,2019,3,1,30-44,0,,1
16620,2019,3,6,30-44,0,,6
16620,2019,4,6,30-44,0,,8
16620,2019,2,6,45-64,0,,6
16620,2019,3,6,45-64,.11135976,,7
16620,2019,4,1,45-64,0,,1
16620,2019,4,6,45-64,.082057893,,10
16620,2021,2,6,18-29,0,,5
16620,2021,3,6,18-29,0,,2
16620,2021,4,6,18-29,0,,1
16620,2021,1,6,30-44,0,,1
16620,2021,2,1,30-44,0,,1
16620,2021,2,6,30-44,0,,2
16620,2021,3,6,30-44,0,,1
16620,2021,4,1,30-44,0,,1
16620,2021,4,6,30-44,0,,9
16620,2021,2,6,45-64,.2493055,,4
16620,2021,3,6,45-64,0,,5
16620,2021,4,6,45-64,0,,4
16620,2023,2,6,18-29,0,,4
16620,2023,3,7,18-29,0,,1
16620,2023,4,3,18-29,0,,1
16620,2023,4,6,18-29,0,,7
16620,2023,2,1,30-44,0,,1
16620,2023,2,2,30-44,1,,1
16620,2023,2,6,30-44,.22905459,,5
16620,2023,3,1,30-44,0,,1
16620,2023,3,6,30-44,.26570249,,5
16620,2023,4,6,30-44,0,,6
16620,2023,1,6,45-64,0,,1
16620,2023,2,1,45-64,1,,1
16620,2023,2,6,45-64,0,,3
16620,2023,3,6,45-64,0,,5
16620,2023,3,7,45-64,0,,1
16620,2023,4,1,45-64,0,,1
16620,2023,4,6,45-64,0,,5
16700,2013,2,1,18-29,0,,1
16700,2013,3,1,18-29,0,0,2
16700,2013,3,6,18-29,.24530548,.24530548,3
16700,2013,4,6,18-29,0,.46742037,2
16700,2013,1,1,30-44,0,,1
16700,2013,1,2,30-44,0,0,1
16700,2013,1,6,30-44,0,0,1
16700,2013,2,6,30-44,.36035651,.28961676,3
16700,2013,3,1,30-44,0,0,1
16700,2013,3,2,30-44,0,,1
16700,2013,3,6,30-44,0,0,2
16700,2013,4,2,30-44,0,0,1
16700,2013,4,6,30-44,.29172745,.45366922,13
16700,2013,1,6,45-64,0,0,1
16700,2013,2,6,45-64,0,.49705341,2
16700,2013,3,6,45-64,0,0,4
16700,2013,4,1,45-64,0,0,1
16700,2013,4,6,45-64,.28475589,.12875549,7
16700,2015,1,6,18-29,0,0,2
16700,2015,2,2,18-29,0,1,1
16700,2015,3,6,18-29,0,.79435927,3
16700,2015,4,6,18-29,0,0,4
16700,2015,1,2,30-44,0,,1
16700,2015,3,1,30-44,0,.70070559,4
16700,2015,3,2,30-44,0,,1
16700,2015,3,6,30-44,0,1,3
16700,2015,4,1,30-44,0,0,1
16700,2015,4,6,30-44,.10438079,.38517359,8
16700,2015,1,1,45-64,0,0,1
16700,2015,1,6,45-64,0,1,1
16700,2015,2,1,45-64,0,1,1
16700,2015,2,6,45-64,1,0,1
16700,2015,3,2,45-64,0,1,1
16700,2015,3,6,45-64,0,0,2
16700,2015,4,1,45-64,0,1,3
16700,2015,4,6,45-64,.14540857,.29081714,7
16700,2015,4,7,45-64,0,1,1
16700,2017,1,1,18-29,0,,1
16700,2017,2,1,18-29,1,0,1
16700,2017,2,6,18-29,0,1,1
16700,2017,4,6,18-29,0,1,2
16700,2017,1,1,30-44,0,1,1
16700,2017,1,6,30-44,0,0,2
16700,2017,3,1,30-44,0,.46434394,2
16700,2017,3,6,30-44,0,.54812175,2
16700,2017,4,1,30-44,.4979426,0,2
16700,2017,4,3,30-44,0,0,1
16700,2017,4,6,30-44,0,.10903908,8
16700,2017,4,7,30-44,0,1,1
16700,2017,1,1,45-64,0,,1
16700,2017,2,1,45-64,0,0,3
16700,2017,2,6,45-64,0,1,1
16700,2017,3,6,45-64,0,.25786722,5
16700,2017,4,1,45-64,0,0,5
16700,2017,4,6,45-64,0,.49319121,4
16700,2019,2,6,18-29,0,,1
16700,2019,3,6,18-29,0,,1
16700,2019,4,6,18-29,0,,2
16700,2019,1,1,30-44,0,,1
16700,2019,2,1,30-44,0,,1
16700,2019,2,2,30-44,0,,2
16700,2019,2,6,30-44,0,,2
16700,2019,3,1,30-44,0,,1
16700,2019,3,3,30-44,0,,1
16700,2019,3,6,30-44,0,,3
16700,2019,4,1,30-44,0,,2
16700,2019,4,6,30-44,.060983129,,12
16700,2019,2,1,45-64,.50399762,,2
16700,2019,2,6,45-64,.67086864,,3
16700,2019,3,2,45-64,0,,1
16700,2019,3,6,45-64,1,,1
16700,2019,4,1,45-64,0,,2
16700,2019,4,3,45-64,0,,2
16700,2019,4,6,45-64,.26894808,,11
16700,2021,4,6,18-29,0,,2
16700,2021,1,2,30-44,1,,1
16700,2021,2,1,30-44,0,,2
16700,2021,3,1,30-44,0,,2
16700,2021,3,6,30-44,0,,1
16700,2021,4,1,30-44,0,,2
16700,2021,4,2,30-44,0,,1
16700,2021,4,4,30-44,0,,1
16700,2021,4,6,30-44,.0978802,,10
16700,2021,2,6,45-64,0,,1
16700,2021,3,6,45-64,.54650372,,4
16700,2021,4,1,45-64,0,,2
16700,2021,4,3,45-64,0,,1
16700,2021,4,6,45-64,.3541036,,9
16700,2023,2,1,18-29,0,,1
16700,2023,2,2,18-29,0,,2
16700,2023,2,6,18-29,.4165175,,2
16700,2023,3,1,18-29,0,,1
16700,2023,3,2,18-29,0,,1
16700,2023,3,6,18-29,0,,1
16700,2023,4,1,18-29,0,,1
16700,2023,4,6,18-29,0,,1
16700,2023,2,2,30-44,0,,1
16700,2023,2,6,30-44,0,,4
16700,2023,3,6,30-44,0,,2
16700,2023,4,1,30-44,0,,3
16700,2023,4,3,30-44,0,,1
16700,2023,4,6,30-44,0,,12
16700,2023,2,1,45-64,0,,1
16700,2023,2,6,45-64,.30919272,,7
16700,2023,3,1,45-64,0,,2
16700,2023,3,6,45-64,0,,4
16700,2023,4,1,45-64,0,,1
16700,2023,4,6,45-64,0,,5
16740,2013,1,6,18-29,0,0,1
16740,2013,2,6,18-29,0,,2
16740,2013,3,1,18-29,0,0,2
16740,2013,3,6,18-29,0,1,2
16740,2013,4,1,18-29,0,0,1
16740,2013,4,6,18-29,0,0,1
16740,2013,1,1,30-44,0,,1
16740,2013,1,6,30-44,0,1,1
16740,2013,2,1,30-44,0,0,3
16740,2013,2,2,30-44,0,0,3
16740,2013,2,6,30-44,0,.63693744,3
16740,2013,3,1,30-44,0,1,1
16740,2013,3,6,30-44,0,1,3
16740,2013,4,1,30-44,0,.49494979,4
16740,2013,4,2,30-44,0,0,2
16740,2013,4,3,30-44,0,0,1
16740,2013,4,6,30-44,0,.43252802,12
16740,2013,1,1,45-64,0,0,4
16740,2013,1,2,45-64,0,,1
16740,2013,1,6,45-64,0,0,1
16740,2013,2,1,45-64,0,0,4
16740,2013,2,6,45-64,.2131498,0,4
16740,2013,3,1,45-64,0,.45943618,7
16740,2013,3,6,45-64,.40503585,.30287373,10
16740,2013,4,1,45-64,.16805218,.10986694,6
16740,2013,4,2,45-64,0,0,2
16740,2013,4,6,45-64,.15479355,.20169492,14
16740,2015,1,2,18-29,0,0,2
16740,2015,1,6,18-29,0,1,2
16740,2015,2,1,18-29,.25498787,1,4
16740,2015,2,2,18-29,1,0,1
16740,2015,2,6,18-29,0,.89182204,7
16740,2015,3,1,18-29,0,1,2
16740,2015,3,6,18-29,0,1,4
16740,2015,4,1,18-29,0,.85610193,5
16740,2015,4,2,18-29,0,0,1
16740,2015,4,6,18-29,0,1,2
16740,2015,1,1,30-44,0,1,3
16740,2015,1,2,30-44,.36186042,.56768268,5
16740,2015,1,6,30-44,0,1,1
16740,2015,2,1,30-44,0,1,2
16740,2015,2,2,30-44,0,0,1
16740,2015,2,6,30-44,0,.36857653,3
16740,2015,3,1,30-44,0,0,1
16740,2015,3,6,30-44,.34555712,.54976171,4
16740,2015,3,7,30-44,0,1,2
16740,2015,4,1,30-44,0,.66317075,4
16740,2015,4,2,30-44,0,.55476779,2
16740,2015,4,3,30-44,0,1,1
16740,2015,4,6,30-44,0,.87494916,15
16740,2015,1,1,45-64,.52955145,.52955145,2
16740,2015,1,3,45-64,0,0,2
16740,2015,1,6,45-64,0,.62599814,2
16740,2015,2,1,45-64,0,1,1
16740,2015,2,2,45-64,0,0,1
16740,2015,2,6,45-64,.2834954,.40292242,11
16740,2015,3,1,45-64,.39803296,0,3
16740,2015,3,6,45-64,0,.40006641,14
16740,2015,4,1,45-64,0,1,5
16740,2015,4,3,45-64,0,1,1
16740,2015,4,6,45-64,.2209969,.57688797,28
16740,2015,4,7,45-64,0,1,1
16740,2017,1,1,18-29,0,0,1
16740,2017,1,2,18-29,0,0,1
16740,2017,2,2,18-29,0,1,1
16740,2017,2,6,18-29,0,1,4
16740,2017,3,1,18-29,0,1,2
16740,2017,3,6,18-29,0,0,1
16740,2017,4,1,18-29,0,1,3
16740,2017,4,2,18-29,0,1,1
16740,2017,4,6,18-29,0,.88593864,11
16740,2017,1,2,30-44,0,0,2
16740,2017,2,1,30-44,0,1,1
16740,2017,2,6,30-44,0,.53040659,3
16740,2017,3,1,30-44,0,.51684433,4
16740,2017,3,2,30-44,0,0,2
16740,2017,3,5,30-44,0,0,1
16740,2017,3,6,30-44,.28698722,.42649546,10
16740,2017,4,1,30-44,0,.45973235,3
16740,2017,4,2,30-44,0,0,1
16740,2017,4,3,30-44,0,1,1
16740,2017,4,6,30-44,.099324673,.61436129,21
16740,2017,1,1,45-64,0,0,1
16740,2017,1,6,45-64,0,0,1
16740,2017,2,1,45-64,.20602955,.43876866,3
16740,2017,2,2,45-64,0,1,1
16740,2017,2,6,45-64,.075209573,.35222867,13
16740,2017,3,1,45-64,.41023797,.31826991,3
16740,2017,3,2,45-64,1,1,1
16740,2017,3,6,45-64,.15386833,.76750618,13
16740,2017,4,1,45-64,0,1,2
16740,2017,4,6,45-64,.064897478,.43384165,13
16740,2019,2,1,18-29,0,,1
16740,2019,2,6,18-29,0,,2
16740,2019,3,2,18-29,0,,2
16740,2019,3,6,18-29,0,,5
16740,2019,4,6,18-29,0,,6
16740,2019,1,2,30-44,0,,3
16740,2019,2,2,30-44,0,,2
16740,2019,2,6,30-44,0,,4
16740,2019,3,2,30-44,0,,1
16740,2019,3,3,30-44,0,,2
16740,2019,3,6,30-44,0,,5
16740,2019,4,1,30-44,.24837999,,3
16740,2019,4,2,30-44,0,,1
16740,2019,4,3,30-44,0,,3
16740,2019,4,6,30-44,.078620054,,16
16740,2019,1,2,45-64,0,,1
16740,2019,1,6,45-64,0,,1
16740,2019,2,1,45-64,0,,3
16740,2019,2,6,45-64,.14917065,,9
16740,2019,3,1,45-64,0,,2
16740,2019,3,6,45-64,.19496094,,10
16740,2019,4,1,45-64,0,,6
16740,2019,4,2,45-64,0,,1
16740,2019,4,3,45-64,0,,2
16740,2019,4,6,45-64,.29316995,,19
16740,2019,4,7,45-64,0,,1
16740,2021,1,2,18-29,0,,1
16740,2021,2,1,18-29,0,,1
16740,2021,2,6,18-29,.58027864,,2
16740,2021,3,6,18-29,0,,6
16740,2021,4,1,18-29,0,,2
16740,2021,4,2,18-29,.60720485,,2
16740,2021,4,3,18-29,0,,1
16740,2021,4,6,18-29,0,,6
16740,2021,1,2,30-44,0,,1
16740,2021,2,1,30-44,0,,1
16740,2021,2,6,30-44,.23967029,,9
16740,2021,3,1,30-44,.4861539,,2
16740,2021,3,2,30-44,0,,1
16740,2021,3,6,30-44,.34000123,,7
16740,2021,3,7,30-44,0,,1
16740,2021,4,1,30-44,0,,1
16740,2021,4,3,30-44,0,,3
16740,2021,4,6,30-44,0,,14
16740,2021,4,7,30-44,1,,1
16740,2021,1,2,45-64,0,,2
16740,2021,1,6,45-64,0,,1
16740,2021,2,1,45-64,0,,1
16740,2021,2,4,45-64,0,,1
16740,2021,2,6,45-64,.25705856,,6
16740,2021,3,1,45-64,0,,3
16740,2021,3,6,45-64,.089007892,,10
16740,2021,4,1,45-64,0,,5
16740,2021,4,2,45-64,.60228062,,2
16740,2021,4,3,45-64,0,,1
16740,2021,4,6,45-64,.14725852,,9
16740,2023,1,6,18-29,0,,1
16740,2023,2,1,18-29,0,,1
16740,2023,2,6,18-29,0,,1
16740,2023,3,2,18-29,0,,1
16740,2023,3,6,18-29,.23705265,,4
16740,2023,4,1,18-29,0,,4
16740,2023,4,2,18-29,0,,1
16740,2023,4,6,18-29,0,,9
16740,2023,4,7,18-29,0,,1
16740,2023,1,2,30-44,0,,2
16740,2023,2,2,30-44,0,,2
16740,2023,2,6,30-44,.23765244,,6
16740,2023,3,1,30-44,0,,1
16740,2023,3,2,30-44,1,,1
16740,2023,3,6,30-44,0,,4
16740,2023,4,1,30-44,0,,5
16740,2023,4,2,30-44,.33797926,,4
16740,2023,4,3,30-44,0,,2
16740,2023,4,5,30-44,1,,1
16740,2023,4,6,30-44,0,,13
16740,2023,4,7,30-44,0,,1
16740,2023,1,2,45-64,.35369349,,3
16740,2023,2,1,45-64,0,,4
16740,2023,2,6,45-64,.22055715,,5
16740,2023,3,1,45-64,0,,2
16740,2023,3,2,45-64,0,,1
16740,2023,3,3,45-64,0,,1
16740,2023,3,6,45-64,.17388536,,9
16740,2023,4,1,45-64,.40047875,,5
16740,2023,4,2,45-64,.46443477,,3
16740,2023,4,3,45-64,0,,3
16740,2023,4,6,45-64,.11120168,,17
16820,2015,2,6,18-29,0,0,2
16820,2015,3,6,18-29,0,0,1
16820,2015,4,1,30-44,0,1,1
16820,2015,4,6,30-44,0,1,1
16820,2015,1,1,45-64,0,,1
16820,2015,2,1,45-64,0,0,2
16820,2015,2,6,45-64,0,0,1
16820,2015,4,6,45-64,0,.32350433,3
16820,2017,2,6,18-29,0,1,1
16820,2017,3,1,18-29,0,1,1
16820,2017,4,6,18-29,0,1,1
16820,2017,2,1,30-44,0,1,1
16820,2017,3,6,30-44,0,1,1
16820,2017,4,6,30-44,0,1,1
16820,2017,2,6,45-64,0,0,1
16820,2017,3,1,45-64,0,1,1
16820,2017,3,3,45-64,1,0,1
16820,2017,3,6,45-64,.52721572,0,2
16820,2017,4,6,45-64,.65243155,.34117851,3
16820,2019,4,6,18-29,0,,2
16820,2019,2,2,30-44,0,,1
16820,2019,2,6,30-44,0,,1
16820,2019,3,6,30-44,0,,1
16820,2019,4,1,30-44,0,,1
16820,2019,4,6,30-44,.37005645,,3
16820,2019,2,1,45-64,0,,1
16820,2019,3,6,45-64,1,,1
16820,2019,4,1,45-64,.53264445,,2
16820,2019,4,6,45-64,0,,3
16820,2021,4,6,18-29,0,,1
16820,2021,3,6,30-44,0,,1
16820,2021,4,6,30-44,0,,2
16820,2021,2,6,45-64,0,,1
16820,2021,4,1,45-64,1,,1
16820,2021,4,6,45-64,0,,3
16820,2023,1,2,18-29,0,,1
16820,2023,4,1,18-29,0,,1
16820,2023,4,6,18-29,0,,1
16820,2023,2,1,30-44,1,,1
16820,2023,2,6,30-44,0,,1
16820,2023,4,1,30-44,0,,1
16820,2023,4,6,30-44,0,,1
16820,2023,1,1,45-64,0,,1
16820,2023,1,6,45-64,0,,1
16820,2023,2,6,45-64,0,,2
16820,2023,3,6,45-64,0,,3
16820,2023,4,2,45-64,0,,1
16860,2013,1,6,18-29,0,0,1
16860,2013,3,6,18-29,0,.49465179,2
16860,2013,3,7,18-29,0,,1
16860,2013,4,6,18-29,0,1,1
16860,2013,1,2,30-44,0,,1
16860,2013,1,6,30-44,0,0,1
16860,2013,2,1,30-44,0,0,2
16860,2013,2,2,30-44,0,0,1
16860,2013,2,6,30-44,0,0,1
16860,2013,3,1,30-44,0,0,1
16860,2013,3,6,30-44,0,1,1
16860,2013,1,6,45-64,0,,1
16860,2013,2,6,45-64,0,0,4
16860,2013,3,6,45-64,0,0,4
16860,2013,4,6,45-64,0,.70361829,3
16860,2015,2,6,18-29,0,0,2
16860,2015,2,7,30-44,0,1,1
16860,2015,3,6,30-44,0,0,3
16860,2015,3,7,30-44,0,1,1
16860,2015,4,1,30-44,0,0,1
16860,2015,4,6,30-44,.27539238,.52265114,4
16860,2015,2,1,45-64,0,0,1
16860,2015,2,6,45-64,.20494556,.15584545,7
16860,2015,3,6,45-64,0,1,1
16860,2015,4,6,45-64,1,0,1
16860,2017,1,6,18-29,0,,1
16860,2017,2,1,18-29,0,0,1
16860,2017,2,6,18-29,0,1,1
16860,2017,3,6,18-29,0,1,1
16860,2017,2,6,30-44,0,1,1
16860,2017,3,1,30-44,0,1,1
16860,2017,3,6,30-44,0,0,2
16860,2017,4,6,30-44,0,.58187348,5
16860,2017,2,1,45-64,0,.46853316,2
16860,2017,2,6,45-64,.18103896,.16482858,6
16860,2017,3,1,45-64,0,1,1
16860,2017,3,6,45-64,0,.30476731,3
16860,2017,4,6,45-64,0,1,2
16860,2019,2,6,18-29,1,,1
16860,2019,3,1,18-29,0,,1
16860,2019,3,6,18-29,0,,3
16860,2019,4,6,18-29,0,,1
16860,2019,2,1,30-44,0,,1
16860,2019,3,6,30-44,.33309963,,3
16860,2019,4,6,30-44,.17936453,,4
16860,2019,1,6,45-64,.52884996,,2
16860,2019,2,6,45-64,0,,3
16860,2019,3,6,45-64,0,,1
16860,2019,4,1,45-64,0,,1
16860,2019,4,6,45-64,.31177148,,3
16860,2021,3,6,18-29,0,,2
16860,2021,4,6,18-29,0,,4
16860,2021,2,6,30-44,0,,3
16860,2021,4,6,30-44,0,,4
16860,2021,1,6,45-64,0,,1
16860,2021,2,6,45-64,0,,3
16860,2021,3,6,45-64,0,,3
16860,2021,4,6,45-64,0,,4
16860,2023,2,1,18-29,0,,1
16860,2023,2,2,18-29,0,,1
16860,2023,4,6,18-29,0,,2
16860,2023,2,1,30-44,0,,1
16860,2023,2,2,30-44,0,,1
16860,2023,3,6,30-44,0,,2
16860,2023,4,2,30-44,0,,1
16860,2023,4,6,30-44,0,,4
16860,2023,1,6,45-64,0,,1
16860,2023,2,6,45-64,0,,3
16860,2023,3,6,45-64,0,,2
16860,2023,4,6,45-64,0,,1
16980,2013,1,2,18-29,0,1,1
16980,2013,1,6,18-29,0,,1
16980,2013,2,1,18-29,0,0,6
16980,2013,2,2,18-29,0,.23992819,4
16980,2013,2,6,18-29,0,0,7
16980,2013,3,1,18-29,0,0,2
16980,2013,3,2,18-29,0,.23572685,4
16980,2013,3,6,18-29,.19339298,.1848013,10
16980,2013,4,1,18-29,0,.26283711,6
16980,2013,4,3,18-29,0,.51965803,4
16980,2013,4,6,18-29,.061225288,.45019281,32
16980,2013,1,1,30-44,0,,1
16980,2013,1,2,30-44,.067389704,.23036343,13
16980,2013,1,6,30-44,0,.45670325,2
16980,2013,2,1,30-44,0,0,8
16980,2013,2,2,30-44,0,.24455167,12
16980,2013,2,6,30-44,.25098747,.28499433,16
16980,2013,2,7,30-44,0,0,1
16980,2013,3,1,30-44,0,.15675457,12
16980,2013,3,2,30-44,.086077347,.3467319,12
16980,2013,3,6,30-44,.036943797,.43382055,24
16980,2013,3,7,30-44,0,0,1
16980,2013,4,1,30-44,0,.45790428,8
16980,2013,4,2,30-44,0,.14208598,6
16980,2013,4,3,30-44,0,.70625633,9
16980,2013,4,6,30-44,.091437824,.374814,72
16980,2013,4,7,30-44,0,0,2
16980,2013,1,1,45-64,.27608576,0,4
16980,2013,1,2,45-64,0,.093236022,11
16980,2013,1,6,45-64,0,.51521915,3
16980,2013,2,1,45-64,.12678756,.30687964,10
16980,2013,2,2,45-64,.12989478,.11193592,8
16980,2013,2,5,45-64,1,0,1
16980,2013,2,6,45-64,.14921437,.14232038,36
16980,2013,2,7,45-64,1,0,1
16980,2013,3,1,45-64,.12920429,.19793239,15
16980,2013,3,2,45-64,.16072531,0,6
16980,2013,3,3,45-64,.32592282,0,3
16980,2013,3,6,45-64,.13701294,.15315214,49
16980,2013,4,1,45-64,0,.44723654,11
16980,2013,4,2,45-64,0,.4445889,5
16980,2013,4,3,45-64,.13674082,.2431393,8
16980,2013,4,5,45-64,0,0,1
16980,2013,4,6,45-64,.14412512,.19556358,109
16980,2013,4,7,45-64,0,.36417487,3
16980,2015,1,1,18-29,0,0,1
16980,2015,1,2,18-29,0,.51774681,4
16980,2015,2,1,18-29,0,1,3
16980,2015,2,2,18-29,0,.64924467,8
16980,2015,2,6,18-29,0,.56025237,4
16980,2015,3,1,18-29,0,.40135363,6
16980,2015,3,2,18-29,0,.74191409,4
16980,2015,3,6,18-29,0,.67632204,10
16980,2015,4,1,18-29,0,1,3
16980,2015,4,2,18-29,0,1,5
16980,2015,4,3,18-29,0,.63645411,5
16980,2015,4,6,18-29,.040955245,.80318666,28
16980,2015,1,2,30-44,0,.51201296,5
16980,2015,1,6,30-44,.52278942,.47721058,2
16980,2015,2,1,30-44,.24706964,,4
16980,2015,2,2,30-44,0,.40692127,7
16980,2015,2,6,30-44,.072327897,.38201746,16
16980,2015,3,1,30-44,0,.42339802,3
16980,2015,3,2,30-44,.33277214,.59335577,6
16980,2015,3,3,30-44,0,1,1
16980,2015,3,5,30-44,0,0,1
16980,2015,3,6,30-44,.099207982,.64813584,29
16980,2015,3,7,30-44,0,1,1
16980,2015,4,1,30-44,0,.4300898,4
16980,2015,4,2,30-44,0,.7985695,8
16980,2015,4,3,30-44,.33136338,.67851013,9
16980,2015,4,5,30-44,0,0,1
16980,2015,4,6,30-44,.095276847,.68983066,79
16980,2015,4,7,30-44,0,1,1
16980,2015,1,1,45-64,0,0,1
16980,2015,1,2,45-64,.15870127,.1965491,6
16980,2015,1,6,45-64,0,1,2
16980,2015,2,1,45-64,0,.25762406,6
16980,2015,2,2,45-64,.12812909,.55633324,9
16980,2015,2,3,45-64,0,0,1
16980,2015,2,6,45-64,.13400096,.25912088,34
16980,2015,2,7,45-64,0,1,1
16980,2015,3,1,45-64,0,.24006714,11
16980,2015,3,2,45-64,0,0,3
16980,2015,3,6,45-64,.12089674,.32521021,41
16980,2015,3,7,45-64,0,0,2
16980,2015,4,1,45-64,0,.26816526,8
16980,2015,4,2,45-64,.11414576,.75381154,7
16980,2015,4,3,45-64,.22343355,.103076,8
16980,2015,4,6,45-64,.16902508,.41191563,93
16980,2015,4,7,45-64,0,0,1
16980,2017,1,1,18-29,0,0,1
16980,2017,2,1,18-29,0,1,1
16980,2017,2,2,18-29,0,.8123281,4
16980,2017,2,6,18-29,0,1,6
16980,2017,3,1,18-29,0,.47650903,5
16980,2017,3,6,18-29,0,.76646817,4
16980,2017,4,1,18-29,0,1,4
16980,2017,4,2,18-29,0,1,2
16980,2017,4,3,18-29,0,1,1
16980,2017,4,6,18-29,0,.80572683,27
16980,2017,4,7,18-29,0,0,1
16980,2017,1,2,30-44,.24371368,.75628632,4
16980,2017,1,6,30-44,0,0,1
16980,2017,2,1,30-44,.38415226,.27795127,5
16980,2017,2,2,30-44,0,.46915954,6
16980,2017,2,3,30-44,0,1,2
16980,2017,2,6,30-44,.29562941,.55476618,11
16980,2017,3,1,30-44,0,.49374503,5
16980,2017,3,2,30-44,.12266309,.54470456,8
16980,2017,3,3,30-44,0,.43221349,2
16980,2017,3,6,30-44,.092599623,.69425213,23
16980,2017,4,1,30-44,.12173136,.78250933,9
16980,2017,4,2,30-44,.1990056,.59398454,5
16980,2017,4,3,30-44,0,.8946085,11
16980,2017,4,6,30-44,.089364447,.61255258,65
16980,2017,4,7,30-44,0,0,1
16980,2017,1,1,45-64,0,0,1
16980,2017,1,2,45-64,0,.68815607,4
16980,2017,1,6,45-64,.21365556,0,5
16980,2017,2,1,45-64,0,.52072746,6
16980,2017,2,2,45-64,0,.19331478,6
16980,2017,2,6,45-64,.097997151,.36781394,22
16980,2017,3,1,45-64,0,.45393088,8
16980,2017,3,2,45-64,0,.73332441,8
16980,2017,3,3,45-64,.23522215,.20411502,4
16980,2017,3,6,45-64,.1683708,.38337559,36
16980,2017,4,1,45-64,.2332498,.60813022,10
16980,2017,4,2,45-64,0,.33458814,8
16980,2017,4,3,45-64,0,.450822,7
16980,2017,4,6,45-64,.10688684,.46649915,65
16980,2019,1,1,18-29,0,,1
16980,2019,2,1,18-29,0,,1
16980,2019,2,2,18-29,0,,8
16980,2019,2,3,18-29,0,,2
16980,2019,2,6,18-29,.52415913,,3
16980,2019,3,1,18-29,0,,3
16980,2019,3,2,18-29,0,,2
16980,2019,3,6,18-29,.12760879,,7
16980,2019,4,2,18-29,0,,6
16980,2019,4,3,18-29,0,,6
16980,2019,4,6,18-29,0,,18
