cbsa,year,hsupwgtk,age,metro,pct_broadband,female,married,se,branch,educ_cat,inc_quint,race_black,race_hispanic
31080,2013,3.9643459,48,1,92.400002,1,0,0,0,1,1,1,0
31080,2013,3.922096,40,1,92.400002,0,0,0,1,4,4,0,0
33460,2013,1.7302402,51,1,92.800003,0,0,1,1,4,4,0,0
17140,2013,2.5136449,51,1,91,1,1,0,1,4,5,0,0
34980,2013,5.1242061,53,1,91.599998,0,0,1,1,2,5,0,0
26420,2013,5.3481159,54,1,91.800003,1,0,0,1,3,1,0,0
48620,2019,2.3766074,54,1,90.099998,1,0,0,1,3,3,0,0
25540,2015,0,29,1,90.800003,0,1,0,0,2,3,1,0
41860,2017,0,57,1,94.099998,0,1,0,0,4,3,0,0
37980,2013,.58402109,27,1,91.599998,0,0,0,0,2,5,0,0
33100,2013,5.0624352,64,1,89.199997,0,1,0,1,4,4,1,0
33100,2013,0,45,1,89.199997,1,0,0,0,4,5,0,1
29180,2013,3.7749815,48,1,88.099998,1,0,0,0,2,3,1,0
43620,2015,0,42,1,92.800003,0,1,0,0,3,5,1,0
34980,2013,6.9681215,41,1,91.599998,0,0,0,1,3,4,0,0
34980,2017,0,22,1,91.599998,0,0,0,0,2,3,0,0
34980,2019,4.1475463,56,1,91.599998,1,0,0,1,4,5,0,0
13740,2015,.38920659,58,1,90.400002,1,1,1,0,3,4,0,0
13740,2015,.4081932,62,1,90.400002,0,1,0,1,4,5,0,0
13740,2015,0,45,1,90.400002,0,0,1,0,2,4,0,0
13740,2015,0,42,1,90.400002,1,1,1,0,4,5,0,0
13740,2015,.38450181,43,1,90.400002,0,1,0,1,2,3,0,0
13740,2015,.4672077,52,1,90.400002,0,0,0,1,3,3,0,0
13740,2019,.63082188,32,1,90.400002,1,1,0,1,4,5,0,0
13740,2017,.90833998,55,1,90.400002,1,0,0,0,4,4,0,0
13740,2021,.85405809,39,1,90.400002,0,1,0,1,4,5,0,0
13740,2019,.61316872,55,1,90.400002,1,1,0,0,4,5,0,0
13740,2015,0,38,1,90.400002,1,1,1,0,4,3,0,0
13740,2019,.5869391,42,1,90.400002,0,1,1,1,3,4,0,0
13740,2015,.187355,38,1,90.400002,0,0,0,1,3,2,1,0
13740,2019,.70113897,59,1,90.400002,0,1,0,1,2,3,0,0
13740,2017,.90086681,53,1,90.400002,1,0,0,1,2,4,0,0
13740,2021,1.5967751,29,1,90.400002,1,1,0,1,2,4,0,0
13740,2015,0,47,1,90.400002,0,0,0,0,3,3,0,0
13740,2017,.64136082,61,1,90.400002,0,0,0,1,3,4,0,0
13740,2015,.74305671,31,1,90.400002,0,0,0,0,2,5,0,0
13740,2019,0,23,1,90.400002,1,1,0,0,3,3,0,0
13740,2019,0,31,1,90.400002,0,0,0,0,1,3,0,0
13740,2021,.8708092,54,1,90.400002,0,1,0,1,2,3,0,0
13740,2019,.74280262,43,1,90.400002,0,0,0,1,2,3,0,0
13740,2019,.61316872,59,1,90.400002,1,0,1,1,2,4,0,0
13740,2017,0,25,1,90.400002,0,0,1,0,1,2,0,0
13740,2019,.72577512,39,1,90.400002,0,0,0,1,3,4,0,0
13740,2015,0,54,1,90.400002,1,1,0,0,4,4,0,0
13740,2017,0,63,1,90.400002,1,1,0,0,2,5,0,0
13740,2015,.54602808,22,1,90.400002,0,0,0,1,3,5,0,0
13740,2015,.38918519,35,1,90.400002,1,1,0,0,2,3,0,0
13740,2019,0,55,1,90.400002,0,0,0,0,3,3,0,1
13740,2015,.4208577,64,1,90.400002,1,0,0,1,4,4,0,0
13740,2019,.5475384,57,1,90.400002,0,1,0,1,2,2,0,0
13740,2019,0,50,1,90.400002,1,1,0,0,4,5,0,0
13740,2017,0,52,1,90.400002,0,1,1,0,3,5,0,0
13740,2017,.5007084,62,1,90.400002,0,0,0,1,4,3,0,0
13740,2017,.53459013,57,1,90.400002,0,0,0,1,4,5,0,0
40060,2015,5.9029865,44,1,89.800003,1,0,0,1,4,3,1,0
41740,2017,4.844316,50,1,94.300003,1,0,1,1,3,5,0,0
31140,2019,6.0677953,36,1,89.5,1,0,0,1,2,1,0,0
24340,2019,0,54,1,90.400002,1,1,1,0,2,5,0,0
33460,2015,5.2658353,50,1,92.800003,0,1,0,1,4,4,0,0
39740,2017,0,58,1,88.300003,0,0,0,0,2,2,1,0
31700,2017,.80852127,64,1,92.800003,0,0,0,1,2,5,0,0
17420,2015,4.5254822,36,1,87.400002,0,0,0,1,4,5,0,1
36260,2013,2.1072023,35,1,94.199997,0,1,0,1,2,3,0,0
36260,2015,2.4212387,24,1,94.199997,1,1,0,1,3,3,0,0
36260,2023,2.8949561,18,1,94.199997,0,0,0,1,2,1,0,0
35980,2021,4.4066234,50,1,90.699997,1,1,0,1,4,5,0,0
35980,2015,4.5420709,36,1,90.699997,1,1,0,1,3,3,0,0
38060,2017,5.1705284,47,1,92.199997,1,1,0,0,3,5,0,0
38060,2021,10.123307,31,1,92.199997,1,0,0,1,3,4,0,1
12580,2021,6.276207,53,1,90.699997,1,0,0,1,3,5,0,0
44140,2013,5.3705802,32,1,87.400002,1,1,0,1,4,5,0,0
44140,2015,3.3101511,45,1,87.400002,0,0,0,1,4,5,0,0
41860,2021,5.1107659,57,1,94.099998,1,0,0,1,4,5,0,0
14500,2019,0,35,1,95,1,1,0,0,2,2,0,1
14500,2019,0,51,1,95,1,1,0,0,3,5,0,1
14500,2015,3.765805,51,1,95,1,1,0,1,3,4,0,0
44700,2021,4.6759801,40,1,91.400002,1,1,0,0,3,5,0,1
28020,2015,3.3960676,57,1,90,1,1,0,1,4,5,0,0
28020,2015,4.3871717,52,1,90,0,0,0,1,2,5,0,0
16060,2015,0,55,1,85.699997,0,1,0,0,2,4,0,0
40420,2017,4.7465234,31,1,88,0,0,0,1,3,4,0,0
26420,2015,6.0143776,23,1,91.800003,1,0,0,1,4,5,0,1
47380,2017,0,25,1,86.900002,1,0,0,0,3,3,0,0
35840,2013,0,30,1,91.5,0,0,0,0,4,1,0,0
12580,2013,0,26,1,90.699997,0,0,0,0,4,3,0,1
14020,2017,4.9788423,27,1,88.800003,0,1,0,1,4,3,0,0
41540,2021,1.0916687,50,1,88,1,0,0,1,3,5,0,0
14260,2013,1.5707307,29,1,93.800003,0,1,0,1,2,3,0,0
36540,2015,1.420863,39,1,91.400002,1,1,0,1,2,2,0,1
36540,2015,0,24,1,91.400002,1,0,0,0,4,5,0,0
36540,2015,1.3432952,29,1,91.400002,1,1,0,1,3,4,0,0
36540,2017,0,38,1,91.400002,0,1,0,0,4,3,0,0
36540,2019,1.2318892,63,1,91.400002,0,1,1,1,2,5,0,0
36540,2015,1.8072966,58,1,91.400002,1,0,0,0,3,2,0,0
36540,2021,1.8464774,46,1,91.400002,0,1,0,1,4,5,0,0
36540,2015,1.3432952,27,1,91.400002,1,1,0,1,4,5,0,0
36540,2015,2.0676756,61,1,91.400002,1,1,0,1,3,5,0,0
36540,2017,1.8077241,52,1,91.400002,1,1,0,1,3,5,0,0
36540,2019,2.004853,21,1,91.400002,1,0,0,1,2,1,0,0
36540,2015,1.7924438,59,1,91.400002,1,1,1,1,3,5,0,0
36540,2015,0,22,1,91.400002,1,0,0,0,1,2,0,0
36540,2015,0,26,1,91.400002,0,0,0,0,2,4,0,1
36540,2015,1.661166,52,1,91.400002,0,1,0,1,1,5,1,0
36540,2017,2.0265415,44,1,91.400002,0,0,0,1,3,2,0,0
36540,2019,0,36,1,91.400002,0,1,0,0,4,5,0,0
36540,2021,1.9944398,60,1,91.400002,0,1,0,1,3,5,0,0
36540,2019,2.0794117,32,1,91.400002,1,1,0,1,4,5,0,0
36540,2015,0,55,1,91.400002,0,0,0,0,3,4,0,0
36540,2015,1.9060937,57,1,91.400002,0,1,0,1,2,5,0,0
36540,2015,1.9890162,20,1,91.400002,1,0,0,0,3,1,0,1
36540,2021,2.8762674,38,1,91.400002,1,1,0,1,3,5,0,0
36540,2017,2.1971202,54,1,91.400002,0,0,0,1,4,5,1,0
36540,2017,0,54,1,91.400002,0,0,0,0,4,4,0,0
36540,2019,1.0692476,38,1,91.400002,1,1,0,1,3,4,0,0
36540,2017,1.8796487,43,1,91.400002,0,1,0,0,4,5,0,0
36540,2019,1.0917281,50,1,91.400002,0,1,0,1,4,5,0,0
36540,2021,1.8454342,46,1,91.400002,0,1,0,1,4,5,0,0
36540,2021,1.805028,37,1,91.400002,0,1,0,0,4,5,0,0
36540,2019,1.4048994,38,1,91.400002,1,0,0,1,3,5,0,0
36540,2017,1.5452456,41,1,91.400002,0,0,1,1,4,5,0,0
36540,2023,2.4591584,36,1,91.400002,1,1,0,1,4,5,0,0
36540,2019,1.0917161,36,1,91.400002,0,1,0,1,2,3,0,1
36540,2021,2.0360875,38,1,91.400002,0,1,0,1,3,5,0,0
36540,2019,1.4048994,50,1,91.400002,0,1,0,1,4,5,0,0
36540,2015,1.9476683,51,1,91.400002,1,1,1,1,4,5,0,0
36540,2017,2.4626684,48,1,91.400002,0,1,0,1,4,5,0,0
36540,2019,1.6590418,31,1,91.400002,1,1,0,1,4,5,0,0
36540,2021,1.833079,34,1,91.400002,0,1,0,0,3,5,0,0
36540,2019,1.4081641,21,1,91.400002,0,0,0,1,3,1,0,0
36540,2019,1.714045,53,1,91.400002,1,1,0,1,3,5,0,0
36540,2017,1.4538425,53,1,91.400002,1,0,0,1,2,2,0,0
36540,2015,1.3317353,44,1,91.400002,0,1,0,1,3,4,1,0
36540,2017,0,59,1,91.400002,1,0,0,0,3,4,0,0
36540,2017,1.4538425,57,1,91.400002,0,1,1,1,3,5,0,0
36540,2019,1.9404496,30,1,91.400002,1,0,0,0,4,4,0,0
36540,2017,1.9020779,55,1,91.400002,1,0,0,1,4,5,0,0
36540,2019,0,63,1,91.400002,0,0,0,0,3,4,0,0
36540,2021,3.2923572,22,1,91.400002,0,0,0,0,3,4,0,0
36540,2023,2.392596,54,1,91.400002,1,0,0,1,3,5,0,0
36540,2021,2.7874255,33,1,91.400002,1,0,1,1,4,2,1,0
36540,2017,1.7134908,45,1,91.400002,1,0,0,1,4,3,0,1
36540,2019,1.3831717,43,1,91.400002,1,0,0,1,3,3,0,0
36540,2023,3.931365,26,1,91.400002,1,0,0,1,4,4,0,0
36540,2017,1.4852984,38,1,91.400002,0,1,0,1,4,5,0,0
36540,2021,2.2709036,28,1,91.400002,0,1,0,1,4,5,0,0
36540,2017,2.3205824,54,1,91.400002,0,1,1,1,2,4,0,1
36540,2017,3.763747,20,1,91.400002,1,0,0,1,3,3,1,0
13460,2013,2.5072911,43,1,92.400002,0,1,0,1,4,4,0,0
13460,2015,2.2993755,51,1,92.400002,1,0,0,0,2,2,0,0
41740,2015,5.0896239,48,1,94.300003,1,0,0,1,4,2,0,0
41740,2017,5.3711185,36,1,94.300003,1,0,0,1,4,5,0,0
41740,2019,0,60,1,94.300003,0,0,0,0,3,5,0,0
34980,2023,5.2380099,48,1,91.599998,1,1,0,1,2,5,0,0
40140,2021,5.2915516,60,1,92.5,1,1,0,1,4,5,0,1
41860,2013,4.3658428,53,1,94.099998,1,1,0,1,2,4,0,0
35620,2013,5.3564539,51,1,90.900002,0,1,0,1,4,5,0,0
24660,2013,3.3303058,47,1,87.900002,1,1,0,1,2,3,0,0
24660,2013,4.4412374,61,1,87.900002,0,1,0,1,4,2,0,0
42220,2023,6.3424053,54,1,94.300003,1,0,0,1,1,3,0,1
29820,2015,2.725024,49,1,90.599998,0,0,0,1,4,5,0,0
29820,2015,2.4747803,51,1,90.599998,1,0,0,1,3,4,1,0
39900,2015,0,29,1,90.599998,1,0,0,0,4,4,0,0
29820,2015,0,57,1,90.599998,0,1,0,0,2,5,0,0
29820,2015,2.8769109,23,1,90.599998,0,0,1,1,3,4,0,0
29820,2015,0,52,1,90.599998,0,1,0,0,3,5,0,0
29820,2015,3.9462616,50,1,90.599998,0,1,0,1,4,5,0,0
29820,2015,1.3832803,34,1,90.599998,0,1,0,1,4,5,0,0
29820,2015,1.7855442,33,1,90.599998,0,0,0,0,4,2,0,0
29820,2015,0,57,1,90.599998,1,1,0,0,2,3,0,1
29820,2019,2.86584,32,1,90.599998,0,1,0,1,3,5,0,0
29820,2017,2.0642195,36,1,90.599998,1,1,0,1,4,5,0,0
29820,2015,0,30,1,90.599998,1,0,0,0,3,1,0,1
29820,2015,2.1388109,28,1,90.599998,1,0,0,1,3,4,0,0
29820,2015,2.1842768,39,1,90.599998,0,0,1,0,2,3,0,0
29820,2015,0,46,1,90.599998,0,1,0,0,2,3,1,0
29820,2015,2.8598349,57,1,90.599998,1,0,0,1,4,3,0,0
29820,2019,4.8566055,47,1,90.599998,1,0,0,1,4,5,0,0
29820,2021,3.0081947,51,1,90.599998,0,1,1,1,2,5,0,1
29820,2015,2.8631306,43,1,90.599998,0,0,1,1,3,5,0,1
29820,2019,4.7275195,29,1,90.599998,1,0,0,1,2,5,1,0
29820,2021,2.1907098,34,1,90.599998,0,1,0,0,2,5,0,0
29820,2015,2.5868344,41,1,90.599998,1,0,0,1,3,2,0,0
29820,2017,1.8290325,46,1,90.599998,1,0,0,1,3,3,0,0
16980,2013,3.5112467,27,1,90.800003,0,0,0,1,4,1,0,0
29820,2021,2.8978896,48,1,90.599998,1,1,0,1,3,5,0,0
29820,2023,3.651566,59,1,90.599998,1,1,1,1,2,1,0,0
29820,2019,3.3703587,53,1,90.599998,0,1,0,1,4,5,0,0
29820,2023,3.6178737,43,1,90.599998,1,1,0,1,4,5,0,0
29820,2017,1.9916161,48,1,90.599998,0,1,0,1,3,3,0,0
29820,2023,2.4026394,35,1,90.599998,1,0,0,0,2,3,0,0
29820,2017,0,45,1,90.599998,1,1,0,0,4,5,0,0
29820,2019,3.3747797,59,1,90.599998,0,1,1,1,2,4,0,0
29820,2023,3.1030505,61,1,90.599998,1,0,0,0,4,4,0,0
29820,2023,3.0333917,53,1,90.599998,0,1,0,1,4,5,0,0
25420,2013,0,20,1,90,0,0,0,0,3,4,0,0
29820,2019,3.6557708,41,1,90.599998,0,0,0,1,2,4,0,1
29820,2015,1.6427939,48,1,90.599998,0,1,0,1,4,5,0,0
29820,2021,4.8210354,35,1,90.599998,0,0,0,1,3,3,0,0
29820,2019,4.8071985,38,1,90.599998,0,0,0,1,4,5,0,1
29820,2021,2.7532873,29,1,90.599998,1,0,0,1,3,3,0,0
29820,2019,0,45,1,90.599998,0,1,0,0,3,4,0,1
29820,2019,0,55,1,90.599998,0,1,0,0,2,4,0,0
29820,2021,2.8211744,56,1,90.599998,0,1,0,1,4,2,0,0
29820,2015,0,37,1,90.599998,0,0,1,0,2,3,0,0
29820,2019,3.138145,57,1,90.599998,0,1,1,1,4,5,0,0
29820,2019,0,52,1,90.599998,1,0,0,0,3,3,1,0
29820,2017,3.5947647,42,1,90.599998,1,0,0,1,3,1,0,0
29820,2019,7.0971184,28,1,90.599998,0,0,0,0,3,2,1,0
29820,2021,2.2882583,32,1,90.599998,1,1,0,1,4,4,0,0
29820,2021,2.4462154,58,1,90.599998,1,1,0,1,2,5,0,0
29820,2017,0,55,1,90.599998,0,1,0,0,4,5,0,0
29820,2019,5.573904,57,1,90.599998,0,0,0,1,2,3,0,1
29820,2017,1.9210539,54,1,90.599998,1,1,0,0,3,4,0,0
29820,2019,0,59,1,90.599998,0,1,0,0,3,5,0,0
29820,2021,5.7159801,24,1,90.599998,1,0,0,1,2,2,0,0
29820,2015,2.2020597,26,1,90.599998,1,1,0,0,2,4,0,0
29820,2019,4.8564816,20,1,90.599998,1,0,0,1,2,4,0,0
29820,2017,1.4935194,38,1,90.599998,0,0,0,0,4,1,1,0
29820,2017,1.8105718,64,1,90.599998,1,0,0,1,4,5,0,0
29820,2019,6.66714,30,1,90.599998,0,0,0,1,3,4,1,0
29820,2019,5.249043,57,1,90.599998,0,0,0,1,4,4,0,0
29820,2015,4.3838811,21,1,90.599998,0,0,0,1,3,3,1,0
29820,2019,6.2020645,20,1,90.599998,0,0,0,1,3,2,1,0
29820,2017,3.2321763,46,1,90.599998,1,0,0,0,1,2,0,1
29820,2017,1.6097358,30,1,90.599998,1,0,0,0,4,3,0,0
29820,2017,3.1428394,22,1,90.599998,0,1,0,0,2,4,0,0
29820,2017,2.1449883,48,1,90.599998,1,0,0,1,3,4,0,0
29820,2021,5.5047212,23,1,90.599998,0,0,0,0,2,2,0,0
29820,2021,3.6022255,59,1,90.599998,0,1,1,1,3,5,0,0
29820,2021,3.9115424,36,1,90.599998,0,0,0,1,2,1,0,0
29820,2019,4.3180122,54,1,90.599998,0,0,0,1,3,3,0,0
29820,2019,0,52,1,90.599998,1,1,0,0,1,2,0,1
29820,2021,2.2203143,51,1,90.599998,0,1,0,0,3,4,0,0
29820,2017,0,63,1,90.599998,1,0,0,0,1,2,0,1
29820,2019,0,45,1,90.599998,1,1,1,0,2,4,0,0
29820,2017,0,62,1,90.599998,0,0,0,0,2,3,0,1
29820,2017,0,52,1,90.599998,1,0,0,0,3,4,0,0
29820,2019,0,39,1,90.599998,0,0,0,0,2,2,0,1
29820,2019,2.2581992,40,1,90.599998,0,0,0,1,3,3,0,0
40140,2021,7.3599787,31,1,92.5,0,0,0,1,4,2,0,0
41860,2023,7.047873,41,1,94.099998,0,1,1,1,2,3,0,0
14460,2015,1.2448626,46,1,92.900002,0,1,1,1,3,4,0,0
14460,2015,1.0945537,62,1,92.900002,0,1,0,1,4,5,0,0
31700,2015,1.0070885,45,1,92.800003,0,1,1,0,4,5,0,0
14460,2015,1.2448626,46,1,92.900002,0,1,1,1,2,5,0,0
31700,2015,0,38,1,92.800003,0,1,0,0,4,5,0,0
14460,2015,0,42,1,92.900002,0,1,0,0,3,5,0,0
14460,2017,1.1364878,36,1,92.900002,1,0,0,1,2,2,0,0
14460,2015,0,59,1,92.900002,1,0,0,0,4,4,0,0
14460,2015,0,42,1,92.900002,0,1,1,0,4,5,0,0
14460,2015,1.5156848,32,1,92.900002,1,0,0,1,3,4,0,0
14460,2015,.99234313,64,1,92.900002,0,1,0,1,4,5,0,0
31700,2017,1.0047308,55,1,92.800003,1,1,0,1,4,5,0,0
31700,2015,.95116931,24,1,92.800003,1,0,0,1,2,3,0,0
31700,2015,0,35,1,92.800003,0,0,0,0,4,5,0,0
14460,2023,1.9438623,44,1,92.900002,0,1,0,1,4,5,0,0
14460,2019,0,51,1,92.900002,0,0,0,0,3,5,0,0
14460,2015,1.2573321,54,1,92.900002,1,1,0,1,3,2,0,1
31700,2019,1.4059311,47,1,92.800003,1,1,1,1,3,3,0,0
14460,2017,1.0381547,52,1,92.900002,0,1,0,1,3,5,0,0
31700,2015,0,25,1,92.800003,0,0,0,0,2,3,0,1
14460,2019,.97087139,32,1,92.900002,0,0,0,1,3,5,0,0
31700,2015,0,44,1,92.800003,0,1,0,0,2,3,0,0
31700,2017,.8957383,62,1,92.800003,0,1,0,1,4,5,0,0
14460,2017,1.4534383,31,1,92.900002,1,1,0,1,3,2,0,0
31700,2015,1.5764503,31,1,92.800003,1,1,0,0,3,1,0,0
31700,2021,1.2400039,54,1,92.800003,1,1,0,1,3,5,0,0
14460,2017,.92025262,64,1,92.900002,0,1,1,1,4,5,0,0
14460,2019,.88049418,59,1,92.900002,1,0,0,1,4,2,0,0
31700,2017,1.1368881,48,1,92.800003,1,1,0,1,3,5,0,0
31700,2021,1.9849387,55,1,92.800003,1,0,0,1,4,3,0,0
31700,2019,1.0641344,44,1,92.800003,0,1,0,0,4,5,0,0
31700,2021,1.0324826,47,1,92.800003,1,0,0,1,4,5,0,0
31700,2019,0,37,1,92.800003,1,0,1,0,3,2,0,0
14460,2019,1.1234519,62,1,92.900002,0,0,0,1,4,3,0,0
14460,2017,0,42,1,92.900002,0,0,0,0,3,5,0,0
14460,2017,0,48,1,92.900002,1,0,0,0,3,3,0,0
14460,2017,0,26,1,92.900002,1,0,0,0,3,2,0,0
14460,2017,0,42,1,92.900002,1,1,0,0,3,5,0,0
14460,2019,0,35,1,92.900002,0,1,0,0,4,5,0,0
14460,2019,.88644153,62,1,92.900002,1,1,0,1,4,5,0,0
31700,2021,.90218347,63,1,92.800003,1,1,0,1,4,5,0,0
14460,2019,.85657507,60,1,92.900002,0,1,0,1,4,4,0,0
31700,2019,1.8591461,29,1,92.800003,0,1,0,0,4,4,0,0
31700,2015,1.2029496,38,1,92.800003,0,1,0,1,4,5,0,0
31700,2021,.94233692,44,1,92.800003,0,1,0,1,4,5,0,0
14460,2021,1.1548682,49,1,92.900002,0,1,0,1,3,5,0,0
14460,2015,0,30,1,92.900002,1,1,0,0,4,4,0,0
14460,2019,1.0181388,57,1,92.900002,0,1,1,1,4,5,0,0
14460,2017,0,47,1,92.900002,0,1,0,0,4,5,0,0
14460,2019,0,24,1,92.900002,1,0,0,0,4,5,0,1
14460,2017,0,32,1,92.900002,0,1,0,0,4,4,0,0
14460,2015,0,32,1,92.900002,0,0,0,0,2,5,0,0
14460,2017,0,45,1,92.900002,0,1,0,0,4,5,0,0
31700,2015,0,38,1,92.800003,1,1,0,0,3,5,0,0
31700,2017,0,29,1,92.800003,1,0,0,0,4,4,0,0
31700,2017,1.0530989,50,1,92.800003,0,1,0,0,4,5,0,0
31700,2019,0,25,1,92.800003,1,1,0,0,2,5,0,0
31700,2015,0,30,1,92.800003,0,0,0,0,3,5,0,0
31700,2017,1.1107409,53,1,92.800003,1,0,0,1,4,5,0,0
14460,2017,1.2472371,41,1,92.900002,1,0,1,1,3,4,0,0
31700,2019,0,59,1,92.800003,0,1,0,0,4,5,0,0
31700,2015,.86246729,40,1,92.800003,0,1,0,1,2,5,0,1
31700,2019,1.3463413,58,1,92.800003,1,1,0,1,3,5,0,0
14460,2021,.94056958,42,1,92.900002,1,0,0,1,3,5,0,0
14460,2017,1.1432091,64,1,92.900002,1,0,1,1,2,2,0,0
14460,2021,.97690499,50,1,92.900002,0,1,0,1,4,5,0,0
31700,2015,0,35,1,92.800003,0,1,0,0,4,5,0,0
31700,2015,0,45,1,92.800003,0,1,0,0,2,1,0,0
31700,2017,1.0667686,62,1,92.800003,1,1,0,1,3,5,0,0
31700,2019,1.8648986,47,1,92.800003,0,1,1,1,4,5,1,0
14460,2017,.87896049,33,1,92.900002,0,1,0,1,4,5,0,0
14460,2019,0,42,1,92.900002,1,1,0,0,4,5,0,0
31700,2017,.92051327,33,1,92.800003,1,1,0,1,4,5,0,0
31700,2019,1.1581535,62,1,92.800003,1,0,0,1,4,5,0,0
31700,2021,1.5897932,37,1,92.800003,0,1,0,0,4,5,0,0
31700,2015,0,32,1,92.800003,1,0,0,0,4,3,0,0
14460,2017,0,47,1,92.900002,0,1,0,0,4,5,0,0
14460,2019,.99674821,57,1,92.900002,1,1,0,1,3,5,0,0
14460,2021,1.3349861,56,1,92.900002,0,1,0,1,4,5,0,0
31700,2021,1.7076414,26,1,92.800003,0,0,0,1,2,2,0,0
31700,2019,1.4233556,32,1,92.800003,1,0,0,1,4,5,0,0
31700,2017,.96658522,36,1,92.800003,0,1,0,1,3,5,0,0
31700,2019,1.4698234,39,1,92.800003,1,1,0,1,3,5,0,0
31700,2017,.9512614,60,1,92.800003,0,0,0,1,3,3,0,0
31700,2017,0,25,1,92.800003,1,0,0,0,4,5,0,0
40140,2017,0,56,1,92.5,0,0,0,0,3,3,0,0
14460,2013,5.4068394,43,1,92.900002,1,1,0,1,4,5,0,0
41940,2013,0,39,1,95.199997,1,1,0,0,4,5,0,1
19100,2013,4.5028415,31,1,92.599998,0,1,0,1,3,5,0,0
12100,2015,0,48,1,91,1,1,1,0,3,5,0,0
35620,2015,4.4248271,48,1,90.900002,0,1,0,1,4,5,0,1
37980,2015,4.0084724,58,1,91.599998,1,1,0,1,4,4,0,0
47220,2017,8.2077656,32,1,87.800003,0,0,0,0,1,2,0,1
35620,2015,5.329834,46,1,90.900002,1,1,0,0,4,5,0,0
35620,2015,0,56,1,90.900002,0,1,0,0,4,5,0,0
35620,2017,7.472487,35,1,90.900002,0,1,0,1,4,4,1,0
37980,2015,0,27,1,91.599998,1,0,0,0,4,5,0,0
37980,2021,7.0175071,56,1,91.599998,1,1,0,1,4,5,1,0
35620,2015,4.2242541,44,1,90.900002,1,1,0,1,4,5,1,0
35620,2015,0,47,1,90.900002,0,1,0,0,4,4,0,0
37980,2017,0,32,1,91.599998,0,0,0,0,2,5,0,0
37980,2015,4.1048026,32,1,91.599998,0,0,0,1,4,3,0,0
35620,2015,3.7479279,47,1,90.900002,0,1,0,0,2,5,0,0
35620,2017,4.7793303,63,1,90.900002,0,1,0,1,3,5,0,0
35620,2019,4.8427114,57,1,90.900002,0,1,0,1,4,5,0,0
35620,2015,0,44,1,90.900002,0,1,1,0,4,5,0,0
35620,2023,9.0517187,38,1,90.900002,1,0,1,0,4,5,0,1
35620,2019,4.8427114,58,1,90.900002,0,1,0,1,4,5,0,0
35620,2015,4.2985787,58,1,90.900002,0,1,1,1,3,3,0,0
45940,2019,5.18012,36,1,90.300003,0,1,1,1,3,5,0,1
35620,2015,0,42,1,90.900002,0,1,0,0,4,5,0,0
35620,2017,4.2041502,51,1,90.900002,1,1,0,1,4,5,0,0
35620,2021,6.1782365,52,1,90.900002,1,1,0,1,4,5,0,0
12100,2021,7.100512,61,1,91,0,0,0,0,2,4,0,1
35620,2015,4.2057319,38,1,90.900002,0,1,0,1,4,5,0,0
35620,2015,0,57,1,90.900002,1,1,0,0,2,5,0,0
35620,2015,4.4890471,57,1,90.900002,0,1,0,1,2,5,0,0
35620,2015,4.8759584,36,1,90.900002,0,1,0,1,3,4,0,0
35620,2017,0,47,1,90.900002,1,1,0,0,2,3,0,0
47220,2021,5.2268786,49,1,87.800003,1,0,0,1,2,5,0,0
35620,2021,5.1163888,44,1,90.900002,0,1,0,0,4,5,0,0
35620,2021,6.1390672,40,1,90.900002,1,1,0,0,2,2,0,1
35620,2015,5.6870594,32,1,90.900002,0,1,0,1,2,4,1,0
35620,2015,4.7672977,30,1,90.900002,1,1,0,1,4,5,0,0
35620,2015,0,21,1,90.900002,1,0,0,0,2,2,0,0
35620,2015,0,52,1,90.900002,0,0,0,0,4,5,0,0
35620,2015,4.2985787,56,1,90.900002,0,1,0,1,4,5,0,0
35620,2017,0,48,1,90.900002,1,1,0,0,3,4,0,1
37980,2019,5.3087163,25,1,91.599998,0,1,0,1,4,3,0,0
12100,2017,0,56,1,91,0,0,0,0,2,2,0,0
37980,2019,0,44,1,91.599998,1,0,0,0,4,5,0,0
37980,2019,0,56,1,91.599998,0,1,0,0,2,5,0,0
35620,2021,5.2322664,50,1,90.900002,1,1,0,1,4,5,0,0
35620,2015,0,55,1,90.900002,1,1,0,0,2,5,0,0
37980,2017,0,29,1,91.599998,0,0,0,0,2,1,0,0
35620,2021,6.1109185,55,1,90.900002,0,1,1,1,4,5,0,1
35620,2015,6.745173,29,1,90.900002,0,0,1,1,4,5,0,0
35620,2017,4.0820732,47,1,90.900002,0,1,1,1,4,5,0,0
35620,2017,8.3848276,34,1,90.900002,0,1,1,1,2,5,0,1
35620,2015,0,34,1,90.900002,0,1,0,0,4,2,0,0
35620,2017,6.572248,24,1,90.900002,0,0,0,1,4,4,0,0
35620,2021,6.5912905,42,1,90.900002,0,0,0,0,3,5,0,0
35620,2015,4.3344913,43,1,90.900002,0,1,1,1,4,3,0,1
35620,2015,0,54,1,90.900002,0,1,0,0,1,3,0,0
37980,2023,5.6437802,30,1,91.599998,0,0,0,1,4,4,0,0
12100,2017,0,53,1,91,0,0,0,0,2,3,0,0
35620,2015,0,58,1,90.900002,1,0,0,0,3,3,1,0
35620,2015,3.63361,34,1,90.900002,1,0,0,0,3,5,0,0
35620,2017,3.5056124,60,1,90.900002,1,0,0,1,4,4,1,0
37980,2017,5.2388396,45,1,91.599998,1,1,1,1,4,5,0,0
