cbsa,year,hsupwgtk,age,metro,pct_broadband,female,married,se,branch,educ_cat,inc_quint,race_black,race_hispanic
12940,2021,4.2793059,24,1,89.199997,0,1,0,1,3,5,0,0
45820,2019,0,29,1,86.199997,0,1,0,0,1,4,1,0
17140,2019,3.6475506,30,1,91,0,1,0,1,4,5,0,1
37980,2017,3.8757212,53,1,91.599998,1,1,0,1,4,5,0,0
12700,2017,2.493325,56,1,93.900002,0,1,0,1,3,5,0,0
19820,2017,4.7806778,46,1,90.900002,0,1,0,1,2,3,0,0
15540,2017,0,57,1,91.400002,1,1,0,0,4,4,0,0
40220,2015,3.8280041,35,1,85.900002,0,1,0,0,4,5,0,0
40220,2017,0,33,1,85.900002,0,0,0,0,3,3,0,0
19820,2021,7.7855229,54,1,90.900002,0,0,0,1,2,5,0,0
19820,2017,6.1684546,31,1,90.900002,0,1,0,0,4,5,0,0
19820,2019,0,60,1,90.900002,0,0,0,0,2,1,0,0
19820,2019,13.329102,33,1,90.900002,0,0,0,1,3,2,1,0
19820,2021,8.2890635,33,1,90.900002,0,1,0,0,4,5,0,0
19820,2019,8.4520664,51,1,90.900002,1,0,1,1,3,5,1,0
19820,2021,7.5324507,46,1,90.900002,0,1,0,1,2,5,0,0
19820,2017,5.0735402,41,1,90.900002,0,1,0,1,4,5,0,0
19820,2019,7.9434071,36,1,90.900002,0,0,1,0,3,1,1,0
48140,2017,3.8562517,52,1,89.400002,0,0,0,1,2,4,0,0
48140,2019,6.3228402,26,1,89.400002,1,0,0,1,2,4,0,0
15540,2017,0,37,1,91.400002,0,0,0,0,2,3,0,0
33340,2015,3.9428701,51,1,89.900002,0,1,0,1,2,4,0,0
33460,2023,5.5534029,54,1,92.800003,0,1,0,1,4,5,0,0
35620,2015,6.6070399,47,1,90.900002,0,1,1,1,3,4,0,0
49180,2019,3.8940051,64,1,88.400002,0,0,0,1,1,5,0,0
15540,2015,.49367309,37,1,91.400002,1,0,0,1,4,5,0,0
25180,2017,0,36,1,88.599998,1,1,0,0,2,4,0,0
19380,2023,6.5078259,56,1,,0,1,0,1,4,5,0,0
15380,2017,5.915473,54,1,89.099998,1,1,0,1,3,5,0,0
48700,2017,5.0364685,57,1,87.099998,0,1,0,1,2,5,0,0
36540,2019,1.3158768,55,1,91.400002,1,1,1,1,3,4,0,0
14460,2021,1.5927805,43,1,92.900002,0,1,0,1,4,5,0,0
14460,2015,.86246729,36,1,92.900002,0,1,1,1,4,5,0,0
14460,2019,1.0611508,61,1,92.900002,0,1,0,1,3,5,0,0
12100,2019,4.4647236,56,1,91,1,0,0,1,2,3,0,0
10580,2017,0,35,1,90.099998,1,1,0,0,4,5,0,0
35620,2017,7.2801867,48,1,90.900002,1,0,1,1,4,4,0,0
35620,2017,5.2095671,59,1,90.900002,0,0,1,1,3,4,0,0
14460,2019,0,54,1,92.900002,0,0,0,0,4,5,0,0
14460,2021,1.2511492,35,1,92.900002,1,1,1,0,3,5,0,0
35620,2019,0,55,1,90.900002,0,1,0,0,4,5,0,0
38300,2023,5.829083,58,1,88.800003,1,0,0,1,3,4,0,0
29820,2015,2.9950142,44,1,90.599998,0,0,0,0,1,2,1,0
29820,2019,2.7428956,52,1,90.599998,0,1,0,1,4,5,0,0
10740,2017,1.0647148,55,1,87.800003,1,1,0,1,4,5,0,0
10740,2019,1.036828,25,1,87.800003,1,0,0,1,4,3,0,1
29820,2013,2.0886617,60,1,90.599998,0,0,0,1,4,5,0,0
26580,2017,.9850015,55,1,84.099998,0,0,0,1,2,2,0,0
10740,2017,1.4732682,24,1,87.800003,1,1,0,1,1,3,0,1
44060,2021,5.1049395,25,1,91,1,0,0,1,3,5,0,0
49020,2021,8.2131376,52,1,87.400002,1,0,0,1,1,3,0,0
22220,2023,2.6868036,49,1,91.199997,0,0,1,1,1,3,0,1
36420,2015,0,34,1,90.699997,0,0,0,0,3,3,0,0
36420,2015,2.5140593,38,1,90.699997,1,0,0,1,3,1,0,1
36420,2017,0,34,1,90.699997,0,0,0,0,4,5,0,0
17900,2021,4.3495302,64,1,89.199997,1,0,0,1,3,4,0,0
17900,2019,3.7850468,49,1,89.199997,1,1,0,1,3,4,0,0
16700,2015,3.7487698,27,1,87.099998,0,0,0,1,4,4,0,0
16700,2021,4.0665455,60,1,87.099998,1,1,0,1,4,5,0,0
16700,2019,4.1742439,45,1,87.099998,0,0,1,1,4,5,0,0
16700,2015,5.6602759,37,1,87.099998,0,0,0,1,3,3,1,0
16700,2019,0,33,1,87.099998,0,1,0,0,4,5,0,0
30780,2023,3.8616877,33,1,88.5,1,0,0,0,3,2,1,0
39300,2017,1.2011106,30,1,90.099998,0,0,0,1,3,4,0,0
39300,2017,1.3845632,48,1,90.099998,1,1,0,1,4,5,0,0
36420,2019,0,23,1,90.699997,0,0,0,0,1,4,0,0
16700,2017,0,39,1,87.099998,1,0,0,0,3,2,1,0
35840,2015,0,31,1,91.5,1,0,0,0,2,4,0,0
11540,2019,0,53,1,92.199997,0,1,0,0,3,5,0,0
48620,2019,0,35,1,90.099998,1,0,0,0,3,3,0,1
48620,2021,2.7613444,21,1,90.099998,1,1,0,1,3,4,0,0
48620,2021,3.2872415,48,1,90.099998,1,1,0,1,2,5,0,0
48620,2017,4.4695177,49,1,90.099998,0,0,1,0,3,1,1,0
48620,2015,2.0980284,49,1,90.099998,0,0,0,0,1,1,0,0
47260,2023,8.2880621,34,1,91.099998,0,1,0,0,3,4,0,0
49020,2017,3.8224413,55,1,87.400002,0,1,1,1,4,5,0,0
44060,2015,3.3719008,61,1,91,0,1,0,1,4,5,0,1
44060,2021,5.3620853,48,1,91,1,1,0,0,2,5,0,0
44060,2023,8.1264725,48,1,91,0,1,0,1,4,5,0,0
16820,2017,0,52,1,90.400002,1,1,0,0,4,5,0,0
33340,2015,4.9534516,55,1,89.900002,1,0,0,1,3,2,1,0
47900,2019,4.7729893,31,1,94.199997,0,0,0,1,4,4,0,0
48620,2013,2.7829952,20,1,90.099998,1,0,0,0,3,1,0,0
48620,2015,1.9070189,59,1,90.099998,0,1,0,1,3,4,0,0
33340,2017,4.5153923,24,1,89.900002,0,1,0,1,4,5,0,0
12940,2015,0,28,1,89.199997,0,0,0,0,4,3,0,0
42660,2023,4.6987057,56,1,94.5,1,0,0,0,3,5,0,0
28140,2015,2.3190794,51,1,91.300003,0,1,0,1,4,5,0,0
28140,2015,0,29,1,91.300003,0,0,0,0,4,4,0,0
28140,2021,2.479146,26,1,91.300003,1,1,0,1,4,5,0,0
28140,2021,3.2130063,33,1,91.300003,0,0,0,1,4,5,0,0
47260,2021,6.9900508,47,1,91.099998,0,0,0,0,2,5,0,0
34060,2019,1.2870457,58,1,88.900002,1,0,0,1,4,3,0,0
10740,2013,2.7790008,56,1,87.800003,0,0,0,1,2,2,0,1
35660,2013,3.6350579,60,1,86.300003,1,1,0,1,1,3,1,0
33100,2013,0,49,1,89.199997,1,1,0,0,4,4,0,1
47900,2017,4.1926537,44,1,94.199997,0,1,0,1,4,5,0,0
47900,2019,5.480763,25,1,94.199997,0,0,0,1,4,5,0,0
14860,2013,1.9418242,36,1,92.900002,0,1,0,1,4,5,0,0
20100,2013,0,54,1,90.599998,1,1,0,0,1,4,0,0
15540,2017,.89892149,40,1,91.400002,1,1,0,1,4,5,0,0
25180,2017,1.0519679,51,1,88.599998,0,0,0,1,1,3,0,0
12580,2013,2.380007,47,1,90.699997,0,0,0,1,2,5,0,0
44060,2013,0,44,1,91,1,0,0,0,2,3,0,0
47900,2013,0,63,1,94.199997,1,0,0,0,3,4,1,0
44060,2021,6.0917034,59,1,91,1,1,0,1,4,5,0,0
42540,2015,0,25,1,86.900002,1,0,0,0,3,4,0,0
44060,2017,3.1579723,41,1,91,0,0,0,1,3,1,0,0
23540,2023,8.7235146,32,1,86.199997,0,0,0,0,2,3,0,1
48620,2017,2.6909308,33,1,90.099998,1,0,0,0,2,2,0,0
48620,2021,2.7466977,58,1,90.099998,0,0,1,1,4,5,0,0
48620,2021,3.6188569,50,1,90.099998,0,1,0,1,2,5,0,0
48620,2017,2.386879,54,1,90.099998,1,0,1,1,3,2,0,0
28140,2013,2.1008484,28,1,91.300003,0,0,0,0,2,3,0,0
28140,2013,1.3337871,43,1,91.300003,0,0,0,1,4,4,0,0
28140,2015,2.6907749,33,1,91.300003,0,1,0,1,2,4,0,0
28140,2019,3.0955999,29,1,91.300003,0,1,0,1,4,4,0,0
42660,2015,4.0597944,36,1,94.5,1,0,0,1,3,5,0,1
47900,2023,7.8372469,49,1,94.199997,1,1,0,1,4,5,0,0
41860,2013,3.6941214,34,1,94.099998,0,0,1,1,4,1,0,0
47900,2013,2.785172,37,1,94.199997,1,1,0,1,4,5,0,0
41740,2013,3.1779511,37,1,94.300003,0,0,0,1,4,5,0,0
40140,2013,4.0903301,51,1,92.5,1,0,0,1,2,3,0,0
25540,2013,1.9304916,51,1,90.800003,0,1,0,1,4,5,0,0
47900,2013,0,45,1,94.199997,0,1,0,0,4,2,1,0
45060,2013,4.2188668,49,1,89.599998,1,0,0,1,2,3,0,0
39300,2013,.76983178,51,1,90.099998,0,0,0,0,4,4,0,0
46520,2013,.7862643,46,1,91.699997,0,0,0,1,3,5,0,0
16580,2013,3.5626116,25,1,88.599998,0,0,0,1,3,1,0,0
35620,2013,3.5865257,61,1,90.900002,0,1,0,1,3,5,0,0
26420,2013,5.0185132,35,1,91.800003,1,1,0,0,1,3,0,1
17140,2013,0,51,1,91,0,1,0,0,2,5,0,0
12580,2013,3.4839351,22,1,90.699997,0,0,0,1,2,1,0,0
44100,2013,3.841265,49,1,88,1,1,0,1,4,5,0,0
39580,2013,3.845576,34,1,93.199997,1,1,0,1,3,4,0,0
14460,2013,0,26,1,92.900002,0,0,0,0,1,3,0,1
38900,2013,3.0151041,49,1,93.599998,0,1,0,1,4,5,0,0
14860,2013,0,60,1,92.900002,1,0,1,0,3,4,1,0
29820,2013,2.0362523,39,1,90.599998,1,1,0,1,2,3,0,1
38300,2019,4.8053441,36,1,88.800003,0,1,0,1,4,5,0,0
42660,2017,4.2559719,52,1,94.5,1,0,1,1,3,4,0,0
42660,2021,4.6007628,40,1,94.5,0,1,0,1,4,5,0,1
45820,2013,0,58,1,86.199997,0,1,0,0,4,5,0,0
45820,2015,2.1809919,32,1,86.199997,1,0,1,1,3,2,0,0
45820,2015,0,27,1,86.199997,0,0,0,0,2,4,0,0
19740,2019,0,26,1,93.900002,0,0,0,0,4,4,0,0
19740,2015,0,23,1,93.900002,0,0,0,0,3,2,0,0
30780,2017,2.6186316,58,1,88.5,0,0,1,1,2,5,0,0
30780,2017,0,34,1,88.5,1,0,0,0,3,4,0,0
12540,2017,5.0754895,45,1,89.900002,0,1,1,0,1,1,0,0
47900,2015,4.671288,29,1,94.199997,0,0,0,0,4,4,0,0
16980,2015,0,52,1,90.800003,1,0,0,0,1,5,0,1
31340,2013,0,50,1,86.5,1,1,1,0,3,3,0,0
31700,2017,1.1081915,55,1,92.800003,0,0,0,1,2,3,0,1
31700,2019,0,57,1,92.800003,1,0,0,0,1,3,0,0
14460,2013,.66281742,46,1,92.900002,1,1,0,1,4,5,0,0
12540,2017,14.16583,41,1,89.900002,0,0,0,1,4,4,0,1
47260,2013,4.0751076,39,1,91.099998,0,1,0,1,4,5,0,0
31540,2015,4.2468529,37,1,92,1,1,0,1,4,5,0,0
31540,2013,0,63,1,92,0,1,1,0,4,3,0,0
28420,2015,0,52,1,92,0,1,0,0,1,5,0,0
31540,2019,5.5607238,32,1,92,0,1,0,1,2,4,0,0
31540,2021,4.4110198,55,1,92,0,1,0,1,4,5,0,0
26580,2013,1.8978544,39,1,84.099998,1,0,0,1,2,4,0,0
33100,2017,6.1860828,38,1,89.199997,1,0,0,1,4,5,1,0
47260,2019,0,60,1,91.099998,1,0,0,0,2,3,0,0
33460,2015,3.0171642,55,1,92.800003,1,1,1,1,3,5,0,0
33460,2017,0,44,1,92.800003,0,1,0,0,4,5,0,0
19340,2021,6.2404194,59,1,88.800003,1,1,0,1,2,5,0,0
16980,2019,8.1699476,37,1,90.800003,0,0,0,1,4,2,1,0
27260,2015,0,59,1,91.599998,0,1,0,0,4,5,0,0
16980,2015,0,33,1,90.800003,0,1,0,0,1,5,0,0
16300,2015,0,53,1,90.900002,1,1,0,0,4,5,0,0
37860,2015,0,54,1,91.099998,0,0,0,0,4,5,0,0
37860,2017,0,29,1,91.099998,1,1,0,0,3,4,0,0
14010,2015,3.8427699,30,1,87.900002,0,1,0,1,1,3,0,0
14010,2017,5.2047272,52,1,87.900002,0,1,0,1,4,3,0,0
16300,2017,0,31,1,90.900002,0,1,0,0,4,5,0,0
45300,2015,6.0656328,46,1,91.300003,0,1,0,1,3,5,0,0
47900,2015,4.4033294,41,1,94.199997,1,1,0,1,4,5,0,0
27260,2019,0,29,1,91.599998,1,1,0,0,2,4,0,1
27260,2021,7.5448976,63,1,91.599998,0,1,0,1,1,4,0,0
47900,2017,0,27,1,94.199997,0,1,0,0,4,5,0,0
45300,2019,6.8703356,20,1,91.300003,1,0,0,1,3,3,0,1
16980,2017,5.6583128,55,1,90.800003,0,1,0,0,4,5,0,0
16980,2019,0,53,1,90.800003,0,1,0,0,1,1,0,1
38060,2023,7.9058723,28,1,92.199997,0,0,0,1,4,5,0,0
16980,2021,9.0517921,59,1,90.800003,1,0,0,0,3,3,1,0
16980,2015,5.9083638,54,1,90.800003,0,1,0,1,2,1,1,0
16980,2015,6.0205889,26,1,90.800003,0,0,0,1,4,4,0,1
33340,2021,5.5211134,27,1,89.900002,1,0,0,0,2,3,0,0
28420,2021,5.0596638,44,1,92,0,1,0,1,4,5,0,0
31540,2019,4.3292971,40,1,92,0,0,0,1,2,2,0,0
16980,2017,10.620861,62,1,90.800003,0,0,0,1,4,5,1,0
16980,2023,8.9765587,39,1,90.800003,1,0,0,1,3,3,1,0
16980,2019,0,62,1,90.800003,0,1,0,0,4,5,1,0
15540,2015,.55448651,56,1,91.400002,1,1,0,0,2,5,0,0
47260,2017,0,34,1,91.099998,0,0,0,0,2,5,1,0
36780,2017,4.8558192,54,1,90.199997,0,0,1,0,3,5,0,0
12940,2015,2.1426513,53,1,89.199997,0,1,0,1,4,5,0,0
32820,2019,1.8391263,61,1,87.300003,0,1,0,1,4,5,0,0
12940,2019,1.9676981,39,1,89.199997,1,1,1,1,3,5,0,0
11460,2021,4.1233811,19,1,93.800003,0,0,0,1,2,1,0,0
19820,2017,4.7806778,40,1,90.900002,0,1,0,0,4,5,0,0
47900,2015,0,28,1,94.199997,0,0,0,0,4,3,1,0
19820,2017,0,41,1,90.900002,1,0,0,0,3,4,0,0
19820,2019,0,45,1,90.900002,1,0,0,0,2,4,0,0
19820,2017,0,45,1,90.900002,1,0,1,0,2,4,0,0
19820,2023,7.7417164,47,1,90.900002,0,1,1,1,2,5,0,0
24580,2019,4.5060558,43,1,90.599998,1,1,0,1,2,3,0,0
12060,2019,0,54,1,92.800003,0,1,1,0,3,5,0,0
49020,2021,5.3772874,46,1,87.400002,0,1,0,1,4,5,0,0
47260,2017,4.9063172,45,1,91.099998,1,0,0,1,2,5,0,0
12060,2015,6.3907852,55,1,92.800003,0,0,0,1,3,3,1,0
23580,2019,6.0338192,30,1,93.199997,1,1,0,1,4,5,0,0
31420,2015,3.9799554,37,1,85.199997,0,1,0,1,3,3,1,0
31420,2019,4.2823167,44,1,85.199997,0,1,0,1,3,5,0,0
49660,2015,5.0969381,27,1,85.300003,0,0,0,1,2,4,0,0
24140,2017,0,28,1,88.800003,0,1,0,0,2,2,0,1
36540,2015,1.3432952,29,1,91.400002,1,1,0,1,4,5,0,0
40380,2015,5.7210441,57,1,89.300003,0,0,0,1,3,3,0,0
40380,2015,6.1300097,38,1,89.300003,1,1,0,0,2,1,0,0
36540,2015,1.6728258,52,1,91.400002,1,0,0,1,3,4,0,0
36540,2021,2.1552937,25,1,91.400002,1,0,0,1,4,5,0,0
36540,2019,1.6778812,35,1,91.400002,1,0,0,1,4,4,0,0
10740,2019,0,58,1,87.800003,0,0,0,0,2,2,0,0
35620,2015,3.9364252,58,1,90.900002,1,1,0,1,2,4,0,0
15380,2017,0,53,1,89.099998,1,1,0,0,3,5,0,0
16980,2017,0,23,1,90.800003,0,0,1,0,2,1,1,0
36540,2015,1.6728258,52,1,91.400002,0,1,1,1,4,5,0,0
36540,2017,2.3910103,58,1,91.400002,0,1,0,1,4,5,0,0
40380,2021,7.006701,37,1,89.300003,1,1,0,1,4,5,0,0
40380,2015,5.0540791,60,1,89.300003,0,1,0,0,3,4,0,0
36540,2019,1.031034,44,1,91.400002,0,1,0,1,3,5,0,0
15380,2021,9.4545212,25,1,89.099998,0,0,0,1,3,4,0,0
28420,2017,3.9993305,43,1,92,1,0,0,1,2,4,0,1
42660,2017,4.4146833,41,1,94.5,1,0,0,1,4,3,0,0
17900,2015,3.9193964,50,1,89.199997,0,0,0,1,4,5,0,0
17900,2019,3.6161065,34,1,89.199997,1,1,0,1,4,5,0,0
41700,2023,7.3152146,53,1,90.599998,0,1,0,1,3,5,0,0
48660,2019,0,33,1,86.599998,1,1,0,0,3,5,0,0
13140,2017,0,30,1,88.900002,0,1,0,0,2,3,0,0
12420,2021,6.3134089,31,1,93.5,0,1,0,1,3,4,0,0
46140,2017,2.5384941,53,1,89.599998,0,1,1,1,4,5,0,0
38300,2015,6.86093,28,1,88.800003,1,0,0,0,4,4,0,0
38300,2021,4.5247517,48,1,88.800003,1,0,0,1,1,1,0,0
38300,2023,5.5653496,54,1,88.800003,1,0,0,1,2,3,0,0
28940,2017,3.4967959,58,1,87,1,0,0,1,2,2,0,0
36260,2015,2.3995874,27,1,94.199997,0,1,0,1,3,4,0,0
36260,2017,0,40,1,94.199997,1,0,0,0,2,1,0,1
36260,2019,0,26,1,94.199997,0,0,0,0,4,3,0,0
36260,2019,0,48,1,94.199997,1,1,0,0,4,5,0,1
30980,2019,5.394659,46,1,84.099998,0,0,0,1,2,4,0,0
32780,2015,0,40,1,89.800003,0,1,0,0,3,5,0,1
48660,2021,6.1116362,61,1,86.599998,0,1,0,1,4,3,0,0
17300,2015,0,22,1,89.199997,1,0,0,0,3,2,1,0
41700,2015,0,19,1,90.599998,0,0,0,0,3,3,0,1
28420,2021,6.2396841,24,1,92,1,1,0,1,3,4,0,1
19100,2019,5.9501648,31,1,92.599998,0,0,0,1,4,5,0,0
19100,2021,7.6286521,29,1,92.599998,1,0,0,0,4,5,0,0
33340,2019,6.1824427,63,1,89.900002,1,0,0,1,3,3,1,0
42660,2015,3.581033,54,1,94.5,1,1,0,1,4,5,0,0
42660,2019,4.735043,49,1,94.5,0,1,0,1,4,5,0,0
13740,2013,1.3456671,42,1,90.400002,1,1,0,1,3,4,0,0
13740,2023,.95872581,24,1,90.400002,0,1,0,1,1,3,0,1
13740,2017,.71850348,48,1,90.400002,1,0,0,1,4,4,0,0
47900,2015,4.5590439,44,1,94.199997,1,1,0,1,4,5,0,0
11540,2019,4.7808032,23,1,92.199997,0,0,0,1,3,2,0,0
14860,2013,1.9783014,43,1,92.900002,0,0,0,0,4,5,0,0
20100,2013,.76836991,28,1,90.599998,1,0,0,1,4,3,1,0
14460,2013,0,48,1,92.900002,1,0,0,0,3,5,0,0
47900,2019,7.7868056,48,1,94.199997,1,0,0,1,4,5,1,0
11540,2019,4.4551163,24,1,92.199997,0,0,0,1,4,4,0,0
31540,2019,4.2600765,39,1,92,1,0,0,1,3,2,0,0
30780,2023,2.373965,61,1,88.5,1,0,0,1,3,3,0,0
31540,2019,4.3212986,35,1,92,0,1,0,1,4,5,0,0
47900,2013,.39704749,58,1,94.199997,1,1,0,1,4,5,0,0
14260,2013,2.5406606,47,1,93.800003,0,1,1,1,3,5,0,0
41740,2013,0,58,1,94.300003,1,0,1,0,4,5,0,0
36740,2013,5.3430858,61,1,92.800003,0,1,0,1,4,3,0,0
47900,2013,.67895788,37,1,94.199997,0,0,0,0,1,1,1,0
14460,2013,4.5216184,39,1,92.900002,1,1,1,0,4,5,0,0
38300,2013,4.0508108,36,1,88.800003,0,1,0,1,3,4,0,0
46060,2013,5.6036606,61,1,91.099998,1,1,0,1,3,5,0,0
47900,2017,8.1714211,38,1,94.199997,0,0,0,1,3,3,0,1
13740,2013,.76468271,36,1,90.400002,0,0,0,1,3,4,0,0
13740,2019,.61580712,29,1,90.400002,0,1,0,1,3,5,0,0
13740,2023,.82919502,45,1,90.400002,1,0,0,1,4,5,0,0
41860,2015,4.7182794,56,1,94.099998,1,0,1,1,4,5,0,0
41860,2017,5.119174,28,1,94.099998,0,0,1,1,4,5,0,0
41860,2019,5.2389512,51,1,94.099998,1,0,0,1,4,4,0,0
42660,2015,6.5829172,22,1,94.5,0,0,0,1,2,2,0,0
39140,2015,3.7837534,50,1,,1,0,0,1,4,2,0,0
19740,2021,10.016663,28,1,93.900002,1,0,0,1,4,4,0,0
33660,2015,0,30,1,85.800003,0,1,0,0,4,5,0,0
33660,2017,5.703445,28,1,85.800003,0,0,0,1,3,3,1,0
33660,2017,0,26,1,85.800003,1,0,0,0,3,2,1,0
33660,2017,0,38,1,85.800003,1,0,0,0,4,5,1,0
33660,2017,0,44,1,85.800003,0,0,0,0,4,3,1,0
33660,2017,2.9457588,48,1,85.800003,1,0,0,0,4,4,1,0
33660,2019,5.6218972,30,1,85.800003,1,0,0,1,3,4,1,0
19100,2015,0,42,1,92.599998,0,1,0,0,4,5,0,1
17820,2017,4.5665359,52,1,94.599998,1,0,1,0,4,4,0,0
39140,2021,4.5760331,21,1,,0,0,0,1,3,5,0,0
12580,2017,0,40,1,90.699997,0,1,0,0,4,4,0,0
12580,2019,0,45,1,90.699997,1,0,0,0,2,2,0,0
42660,2013,3.9685807,43,1,94.5,0,0,1,1,4,5,0,0
42220,2017,0,53,1,94.300003,1,0,0,0,4,5,0,0
12580,2013,2.3066852,54,1,90.699997,0,0,1,1,1,3,0,0
19100,2013,5.6806474,45,1,92.599998,0,1,0,1,3,5,0,0
19100,2015,0,26,1,92.599998,1,0,0,0,4,4,1,0
38900,2013,5.1858087,36,1,93.599998,0,1,0,1,1,3,0,1
47900,2015,7.5739999,46,1,94.199997,1,0,0,1,4,5,1,0
13380,2013,0,26,1,93,1,0,0,0,3,2,0,0
42660,2015,4.9744911,39,1,94.5,0,1,1,1,3,5,0,0
42660,2017,3.5609171,33,1,94.5,1,1,0,1,4,5,0,0
36500,2013,0,38,1,93.699997,1,1,1,0,1,4,0,0
15540,2015,.481841,40,1,91.400002,0,1,0,1,3,5,0,0
34820,2015,0,19,1,91.599998,0,0,0,0,2,2,1,0
45300,2017,5.3103981,47,1,91.300003,0,0,0,0,4,5,0,0
12060,2015,5.4652209,63,1,92.800003,0,0,0,1,2,2,0,0
36540,2015,0,37,1,91.400002,0,1,0,0,3,5,0,0
19780,2015,2.6510379,32,1,90.699997,1,0,0,1,4,3,0,0
19780,2015,2.4987538,61,1,90.699997,0,0,0,1,4,5,0,0
19780,2017,2.6329687,59,1,90.699997,1,0,0,1,4,4,0,0
26900,2015,0,53,1,91,0,0,0,0,3,4,1,0
26900,2015,0,42,1,91,1,0,0,0,4,4,1,0
36740,2019,7.5903983,34,1,92.800003,1,0,0,1,4,4,0,0
26900,2017,4.9702592,52,1,91,0,1,0,1,4,5,0,0
40220,2017,4.6042466,55,1,85.900002,1,1,0,1,3,4,0,0
26900,2017,0,54,1,91,0,1,0,0,4,5,0,0
26900,2023,4.5190477,39,1,91,1,1,0,1,4,5,0,0
26900,2017,5.2883806,55,1,91,0,0,0,1,3,4,0,0
16980,2023,5.7244062,32,1,90.800003,1,0,0,1,3,4,0,0
36420,2015,3.5089521,62,1,90.699997,0,1,0,1,3,5,0,0
42660,2015,4.9744911,44,1,94.5,1,0,0,1,4,5,0,0
33460,2015,4.6591811,60,1,92.800003,0,1,0,0,3,4,0,0
14460,2015,5.352262,60,1,92.900002,1,0,0,0,1,1,0,1
33460,2019,0,47,1,92.800003,0,0,1,0,4,1,0,0
33460,2017,0,30,1,92.800003,0,0,0,0,2,3,0,0
33460,2021,6.5951209,53,1,92.800003,1,1,1,1,2,5,0,0
33460,2021,5.8695436,27,1,92.800003,1,0,0,1,4,5,0,0
33460,2023,6.3570747,56,1,92.800003,0,1,0,1,4,5,0,0
42660,2015,4.0423317,51,1,94.5,0,1,1,1,4,5,0,0
42660,2019,5.1357546,43,1,94.5,1,1,0,1,4,5,0,0
42660,2019,5.0119839,62,1,94.5,1,1,1,1,4,5,0,0
46140,2019,0,64,1,89.599998,0,1,0,0,4,4,0,0
35620,2021,5.139595,48,1,90.900002,0,1,0,0,2,5,0,0
46520,2017,1.4016322,34,1,91.699997,0,0,0,1,4,4,0,0
36780,2023,3.5633888,32,1,90.199997,0,0,0,1,3,5,0,0
42660,2015,4.2137699,36,1,94.5,0,1,0,1,4,5,0,0
45060,2015,4.7168245,49,1,89.599998,0,0,1,1,3,3,0,0
24780,2015,6.6242485,28,1,87.199997,1,1,0,1,4,4,0,0
15940,2015,4.5011077,58,1,85.599998,1,1,0,1,2,3,0,0
15940,2019,4.9799256,60,1,85.599998,0,1,0,1,4,5,0,0
24780,2017,3.9550416,61,1,87.199997,0,0,0,1,4,4,0,0
39580,2019,6.6640611,24,1,93.199997,0,1,0,1,3,3,0,0
40380,2017,0,56,1,89.300003,0,1,0,0,2,2,0,0
39580,2019,4.0194817,40,1,93.199997,0,0,0,1,2,3,0,0
17140,2017,0,55,1,91,0,1,0,0,4,5,0,0
16740,2017,0,38,1,91.699997,1,0,0,0,4,3,0,1
10420,2015,4.6790919,38,1,90.099998,1,1,1,1,2,3,0,0
36540,2019,1.5183713,34,1,91.400002,1,1,0,1,4,5,0,0
36540,2015,1.277154,34,1,91.400002,0,1,0,0,4,5,0,0
16740,2019,0,39,1,91.699997,1,1,0,0,2,3,0,0
16740,2019,7.5701809,38,1,91.699997,1,0,0,1,3,3,0,0
10740,2019,0,56,1,87.800003,1,0,0,0,3,3,0,1
10740,2019,0,56,1,87.800003,0,1,0,0,2,4,0,0
42660,2017,4.0309377,39,1,94.5,1,0,0,1,4,5,0,0
17140,2021,5.6885357,49,1,91,0,1,0,1,2,4,0,0
35620,2019,0,44,1,90.900002,0,0,0,0,2,2,0,1
35620,2021,9.6260157,54,1,90.900002,0,0,1,1,4,4,0,0
42660,2015,0,60,1,94.5,0,1,1,0,4,5,0,0
24580,2015,0,56,1,90.599998,1,1,0,0,2,4,0,0
27500,2017,4.0977354,27,1,89.300003,0,0,0,1,4,5,0,0
31540,2021,6.2563519,32,1,92,0,1,0,0,4,5,0,0
26420,2015,8.2015696,47,1,91.800003,1,1,0,1,4,5,0,0
31180,2019,6.4054193,40,1,87.199997,1,0,0,0,3,3,1,0
13140,2017,0,44,1,88.900002,0,1,0,0,3,4,0,0
10180,2017,0,59,1,90.199997,0,1,0,0,2,5,0,0
37980,2015,0,39,1,91.599998,0,0,0,0,3,5,0,0
12420,2017,4.5810027,57,1,93.5,1,1,0,1,3,5,0,0
36420,2015,0,57,1,90.699997,1,0,0,0,1,1,0,1
36420,2021,5.3178167,39,1,90.699997,1,1,1,1,3,2,0,1
15180,2019,6.1908569,50,1,80.199997,0,1,0,1,2,5,0,1
37980,2021,10.511749,56,1,91.599998,1,1,0,1,4,5,1,0
37980,2017,0,59,1,91.599998,0,0,0,0,1,2,1,0
27500,2017,2.7994554,27,1,89.300003,0,0,0,1,2,3,0,0
25180,2015,.83416313,40,1,88.599998,0,1,0,1,4,5,0,0
25180,2019,1.1645988,56,1,88.599998,0,1,0,1,2,5,0,0
42660,2015,0,39,1,94.5,1,0,0,0,3,3,0,0
40060,2019,0,34,1,89.800003,1,0,0,0,3,3,1,0
38220,2023,2.6584272,49,1,78.800003,1,1,0,1,4,4,0,0
